etath,etaiso,triang,coreradius,bt,bscfmax,rmajor,coe,capcost
0.3976,0.72175,0.47762,0.7453,4.0835,0.91515,5.2421,454.92,12074.0
0.39762,0.7332,0.59931,0.78687,3.8987,0.8892,5.4471,491.91,13108.0
0.3977,0.93954,0.43448,0.7375,3.778,0.92121,5.7547,551.95,14827.0
0.39773,0.69794,0.42189,0.74525,3.6405,0.88171,6.1416,640.23,17281.0
0.39792,0.86525,0.45713,0.73613,3.8821,0.90216,5.5616,513.28,13728.0
0.39799,0.80833,0.52831,0.75441,3.7132,0.91438,6.1105,634.92,17075.0
0.39801,0.92084,0.525,0.70861,3.845,0.97254,5.787,561.14,15021.0
0.39807,0.77376,0.58833,0.79413,3.6279,0.94192,6.2635,672.74,18122.0
0.39826,0.89757,0.57181,0.79811,3.7218,0.90718,5.932,592.39,15905.0
0.39853,0.72947,0.46852,0.70297,3.9402,0.89789,5.4776,497.34,13273.0
0.39857,0.75435,0.40517,0.78553,3.8563,0.93749,5.5584,511.96,13709.0
0.3986,0.87725,0.57667,0.71773,3.7432,0.95718,5.9079,587.24,15755.0
0.39871,0.86551,0.55478,0.76408,3.8047,0.89797,5.7557,553.88,14832.0
0.39871,0.72729,0.56077,0.7645,3.7379,0.89392,5.7472,550.7,14779.0
0.39886,0.78103,0.57116,0.70413,3.6923,0.9806,5.9459,594.7,15992.0
0.39905,0.75372,0.45565,0.74161,3.8656,0.91224,5.7233,546.96,14645.0
0.39931,0.91791,0.51252,0.78273,3.6234,0.97468,6.147,641.75,17305.0
0.3994,0.81646,0.56085,0.78898,3.7054,0.89519,5.916,588.26,15803.0
0.39943,0.75053,0.53287,0.76826,3.8516,0.91438,5.4899,498.78,13334.0
0.39946,0.70434,0.40755,0.78328,3.6594,0.95378,6.1368,638.95,17239.0
0.39947,0.84258,0.43248,0.78379,4.0427,0.92548,5.4222,487.74,12984.0
0.3997,0.86622,0.43216,0.75364,4.078,0.88683,5.3251,469.73,12486.0
0.39979,0.93498,0.4806,0.76975,3.6125,0.915,6.4003,707.55,19105.0
0.39983,0.74562,0.45353,0.79612,3.8174,0.92251,5.6119,522.64,14003.0
0.40003,0.90879,0.4658,0.78144,3.7898,0.89366,5.8613,576.31,15468.0
0.40012,0.72439,0.51298,0.71556,3.9206,0.9494,5.4625,494.28,13190.0
0.40024,0.67756,0.58807,0.77461,3.681,0.89623,6.0195,612.42,16461.0
0.40027,0.83142,0.52825,0.73298,3.7248,0.95445,5.8993,584.42,15700.0
0.40034,0.71121,0.47992,0.78905,3.7881,0.93439,5.8762,579.77,15559.0
0.40045,0.87335,0.50595,0.76165,3.7541,0.98475,5.8486,573.17,15388.0
0.40046,0.69011,0.47024,0.78702,3.9171,0.94771,5.4833,498.2,13301.0
0.40046,0.90784,0.53048,0.73842,3.8103,0.93027,5.6369,528.07,14143.0
0.40069,0.82134,0.50076,0.71208,3.7703,0.97106,5.767,554.91,14897.0
0.40079,0.90956,0.41275,0.77902,3.9122,0.92542,5.4336,488.01,13037.0
0.40091,0.76456,0.44306,0.79739,3.6105,0.93555,6.2037,655.09,17692.0
0.40095,0.65886,0.41863,0.76166,3.8663,0.9782,5.522,504.63,13508.0
0.40095,0.73523,0.4645,0.73367,3.6391,0.9689,6.1906,652.52,17603.0
0.40098,0.76876,0.49145,0.78481,4.0078,0.9749,5.196,445.63,11845.0
0.401,0.88642,0.42915,0.70345,3.6068,0.98227,6.3137,683.7,18475.0
0.40101,0.72834,0.57271,0.74289,3.8781,0.90955,5.5119,504.08,13451.0
0.40107,0.79021,0.46385,0.71659,3.8018,0.89221,5.8884,582.64,15635.0
0.40128,0.65541,0.50467,0.76348,4.0953,0.95175,5.1398,436.99,11581.0
0.40161,0.67535,0.53559,0.77203,3.8297,0.94435,5.6884,539.48,14437.0
0.40172,0.78578,0.4702,0.76796,4.0575,0.89244,5.11,431.02,11440.0
0.40179,0.83095,0.59418,0.75368,3.6926,0.89293,5.8471,572.4,15374.0
0.40186,0.75695,0.53402,0.73255,3.8478,0.98393,5.6496,531.53,14215.0
0.40193,0.90833,0.43476,0.73568,4.0938,0.98333,5.2539,456.77,12129.0
0.40204,0.81015,0.40724,0.76329,4.0755,0.96308,5.2256,451.28,11990.0
0.40205,0.89357,0.41046,0.75416,3.9936,0.97673,5.2756,459.18,12232.0
0.4021,0.74005,0.40425,0.76981,3.657,0.91107,6.1456,641.02,17296.0
0.40221,0.79675,0.42226,0.70963,3.6831,0.93855,5.9723,599.22,16157.0
0.40246,0.93048,0.44382,0.73548,3.8411,0.97349,5.6158,523.59,14024.0
0.4025,0.71393,0.52694,0.73441,3.6574,0.92798,6.0004,606.66,16335.0
0.40311,0.88377,0.57139,0.71618,3.7352,0.96787,5.8093,564.37,15145.0
0.40315,0.80109,0.59965,0.79799,4.0269,0.88007,5.144,437.48,11595.0
0.40316,0.89812,0.57368,0.77021,3.9978,0.91769,5.3108,466.9,12405.0
0.40316,0.82777,0.50285,0.74927,3.6561,0.9758,5.9538,595.23,16037.0
0.40317,0.76571,0.42154,0.71302,3.8546,0.90773,5.6213,524.8,14055.0
0.40318,0.93794,0.4456,0.76068,3.9555,0.89529,5.3259,468.15,12481.0
0.40334,0.79808,0.55654,0.70289,3.9357,0.90064,5.4278,488.13,13004.0
0.40336,0.94337,0.55785,0.76832,4.0953,0.9006,5.0159,416.16,11010.0
0.40343,0.92084,0.42085,0.76758,3.8961,0.89166,5.5903,519.04,13883.0
0.40358,0.84367,0.51346,0.72111,4.0335,0.88936,5.2398,453.91,12055.0
0.40358,0.91956,0.4458,0.73205,3.6905,0.95033,5.9654,598.33,16111.0
0.40363,0.94607,0.56009,0.7715,3.7248,0.96929,5.7112,542.51,14563.0
0.40389,0.67852,0.4352,0.7255,3.9524,0.97253,5.493,500.26,13352.0
0.40394,0.90096,0.4806,0.7429,3.6944,0.91119,5.9671,599.09,16122.0
0.40399,0.8529,0.49028,0.75042,3.6506,0.94442,6.2296,662.9,17871.0
0.40403,0.69046,0.40653,0.764,3.8322,0.9504,5.7811,558.54,14981.0
0.40419,0.70607,0.44805,0.72969,3.8252,0.95316,5.6537,531.32,14236.0
0.4042,0.91797,0.40399,0.76774,3.8774,0.88513,5.5134,503.06,13459.0
0.40425,0.75467,0.46028,0.74622,3.7335,0.98867,5.8155,564.86,15183.0
0.40428,0.86901,0.44178,0.7756,4.0262,0.9203,5.1836,443.31,11783.0
0.40433,0.91632,0.48069,0.77014,3.9141,0.93592,5.4907,499.57,13337.0
0.40446,0.65126,0.41497,0.70831,3.8789,0.91017,5.6931,540.25,14466.0
0.40458,0.78381,0.52193,0.79665,3.9742,0.96372,5.3691,477.09,12700.0
0.40459,0.93286,0.50509,0.76765,3.8393,0.96914,5.6895,539.53,14442.0
0.40468,0.87261,0.44133,0.79124,4.0543,0.89926,5.2577,456.92,12144.0
0.40481,0.75855,0.46996,0.76984,3.9597,0.97361,5.4338,488.95,13036.0
0.40481,0.86103,0.52115,0.79073,4.0406,0.97661,5.1694,441.47,11715.0
0.40483,0.92686,0.40743,0.7332,3.9401,0.98544,5.3826,478.28,12769.0
0.40486,0.65472,0.46606,0.709,3.9871,0.96382,5.3944,481.69,12831.0
0.40488,0.85651,0.479,0.75908,4.0418,0.90125,5.1544,438.55,11645.0
0.40493,0.84869,0.56104,0.77174,3.8837,0.92146,5.5526,512.16,13671.0
0.40494,0.88537,0.45347,0.77651,3.76,0.91097,5.7151,543.34,14587.0
0.40523,0.75671,0.56253,0.76928,3.8999,0.98884,5.4145,485.06,12931.0
0.40526,0.91344,0.44557,0.79828,4.0132,0.96309,5.329,469.52,12497.0
0.40531,0.73973,0.459,0.7385,4.0357,0.93011,5.2738,459.7,12222.0
0.40536,0.8764,0.40852,0.78588,3.7664,0.97112,5.8533,573.54,15413.0
0.40538,0.77919,0.40384,0.71605,3.6166,0.9372,6.1274,635.34,17168.0
0.40541,0.76182,0.47077,0.76675,3.834,0.90206,5.5349,506.99,13572.0
0.40541,0.7012,0.57743,0.77237,3.9938,0.89835,5.1767,442.45,11747.0
0.40549,0.85844,0.42242,0.72125,3.8451,0.93686,5.5829,516.46,13838.0
0.40557,0.78622,0.40238,0.71282,3.7891,0.92322,5.7781,557.13,14960.0
0.40557,0.75734,0.55451,0.78246,3.8453,0.92574,5.4653,494.01,13196.0
0.40557,0.82488,0.50153,0.78795,4.0517,0.93785,5.2382,453.71,12047.0
0.40559,0.91303,0.40864,0.79876,4.0109,0.93382,5.3099,465.72,12401.0
0.40566,0.79685,0.42227,0.72437,3.8293,0.96757,5.7517,552.12,14805.0
0.4057,0.78131,0.49988,0.7457,3.7981,0.93051,5.7365,548.92,14713.0
0.4057,0.75047,0.55544,0.73679,3.7001,0.92171,5.927,590.5,15867.0
0.40572,0.82794,0.54972,0.78056,3.9197,0.9641,5.3421,471.44,12558.0
0.40584,0.88537,0.456,0.76474,3.8181,0.92837,5.6602,532.58,14272.0
0.40587,0.76859,0.44463,0.77809,3.845,0.8936,5.7024,541.87,14516.0
0.40597,0.83234,0.57661,0.79802,3.7878,0.97314,5.5386,507.92,13589.0
0.40598,0.82087,0.58964,0.74015,3.6871,0.92813,5.92,589.0,15822.0
0.40598,0.69787,0.49467,0.77878,3.9509,0.96007,5.3702,476.77,12704.0
0.40602,0.90818,0.50391,0.7464,3.6262,0.97961,6.0713,622.91,16793.0
0.40613,0.82094,0.47263,0.72355,3.7136,0.98031,5.8811,579.41,15581.0
0.40623,0.902,0.50837,0.77693,3.6412,0.90509,5.9403,591.95,15948.0
0.4065,0.73973,0.57563,0.71999,3.9968,0.88464,5.2719,459.62,12208.0
0.40652,0.66292,0.55526,0.71565,3.9093,0.96096,5.4116,484.33,12915.0
0.40676,0.8799,0.58492,0.77735,3.9662,0.95056,5.1746,441.63,11735.0
0.40676,0.76896,0.53277,0.79231,3.7759,0.89919,5.7314,547.71,14681.0
0.40682,0.72669,0.55259,0.79176,3.65,0.89171,5.8888,580.75,15625.0
0.40699,0.87904,0.53053,0.73592,3.8774,0.91334,5.4708,495.34,13226.0
0.40706,0.71564,0.51616,0.77637,3.7024,0.88441,5.8418,570.68,15338.0
0.40706,0.70407,0.49158,0.79391,3.7313,0.92901,5.9373,592.82,15932.0
0.40708,0.69561,0.47549,0.72421,3.7545,0.92597,5.7463,549.89,14768.0
0.40714,0.85748,0.54039,0.79474,3.9482,0.88562,5.2071,446.9,11890.0
0.40724,0.71194,0.46354,0.7765,3.6474,0.92618,6.1712,647.67,17465.0
0.40742,0.82038,0.54851,0.77149,3.7836,0.89366,5.5559,510.88,13683.0
0.40748,0.76264,0.58932,0.71646,3.9053,0.93776,5.3981,481.94,12844.0
0.40754,0.72367,0.49209,0.73141,4.0786,0.9792,5.1259,434.08,11509.0
0.4076,0.86014,0.46625,0.78721,3.7818,0.91547,5.7866,559.3,15008.0
0.40766,0.9207,0.5698,0.78091,3.9763,0.97831,5.1416,435.85,11579.0
0.40771,0.65534,0.58947,0.79892,4.0362,0.94105,5.102,430.12,11395.0
0.40778,0.86902,0.43606,0.77831,3.6846,0.88511,5.8387,568.88,15319.0
0.40783,0.66467,0.43449,0.75955,3.7079,0.89127,5.814,563.72,15170.0
0.40787,0.8553,0.46294,0.79819,3.6545,0.9003,5.8779,577.47,15557.0
0.40794,0.89755,0.47939,0.73451,3.693,0.91942,5.9464,594.14,15987.0
0.40808,0.76511,0.48066,0.77908,4.0817,0.90863,5.0128,414.86,10993.0
0.40822,0.88816,0.42716,0.71573,3.7606,0.98234,5.7618,553.01,14859.0
0.40824,0.77759,0.48904,0.71147,3.7653,0.92971,5.7355,547.83,14704.0
0.40829,0.8714,0.56914,0.79993,3.9579,0.91196,5.2456,454.24,12076.0
0.40832,0.89001,0.52738,0.78376,3.976,0.89834,5.3461,472.7,12579.0
0.40837,0.86605,0.44477,0.70501,3.6657,0.92661,5.9792,600.74,16195.0
0.40837,0.79009,0.51312,0.71649,3.9801,0.90589,5.3759,478.27,12732.0
0.40852,0.92201,0.58486,0.71568,3.661,0.89552,5.9264,589.67,15858.0
0.40855,0.76701,0.57208,0.77316,4.0803,0.95149,5.0649,424.17,11226.0
0.40865,0.73628,0.47432,0.7004,3.7373,0.97916,5.8628,575.63,15467.0
0.40872,0.68991,0.5755,0.79731,3.9099,0.93051,5.4102,484.35,12905.0
0.40902,0.89632,0.45398,0.78549,4.0311,0.88975,5.1125,430.9,11445.0
0.40914,0.90463,0.557,0.79381,4.0925,0.90614,4.9184,400.07,10578.0
0.40914,0.91107,0.40656,0.71641,3.993,0.88281,5.416,485.41,12941.0
0.4093,0.89217,0.54401,0.73586,3.6357,0.98487,5.9847,602.59,16227.0
0.40937,0.90023,0.42866,0.72441,3.9715,0.93175,5.3261,468.22,12478.0
0.4094,0.71803,0.48923,0.79257,3.7786,0.9313,5.7524,551.87,14803.0
0.40954,0.78905,0.49565,0.73781,3.9951,0.91818,5.2203,449.52,11954.0
0.40959,0.68902,0.58435,0.71093,4.0319,0.88558,5.1942,446.02,11828.0
0.40962,0.92421,0.5472,0.75038,3.6418,0.88793,5.9117,585.49,15765.0
0.40963,0.93644,0.43604,0.70674,3.736,0.92491,5.781,556.6,14972.0
0.40972,0.73782,0.447,0.77488,4.0635,0.95491,5.1312,434.47,11532.0
0.40974,0.79685,0.47963,0.76046,3.8315,0.91804,5.6861,538.34,14417.0
0.40975,0.68839,0.51941,0.72784,3.8845,0.9818,5.5027,501.66,13395.0
0.40977,0.71585,0.42634,0.74655,4.0696,0.91729,5.176,442.25,11745.0
0.40996,0.90084,0.54044,0.75656,3.7942,0.97402,5.5832,516.68,13832.0
0.41,0.93304,0.47807,0.73465,3.9821,0.98049,5.3397,471.18,12546.0
0.41012,0.70129,0.40916,0.7937,3.9399,0.89687,5.3818,478.13,12760.0
0.41022,0.92694,0.57546,0.72126,3.864,0.88221,5.4784,496.92,13262.0
0.41024,0.85966,0.40144,0.70112,3.8726,0.90807,5.5359,507.18,13576.0
0.41024,0.79537,0.5846,0.79496,4.0488,0.90003,5.03,417.99,11065.0
0.41032,0.89974,0.52745,0.76228,4.0638,0.98767,5.1284,434.46,11518.0
0.41039,0.83751,0.41246,0.71196,3.6525,0.89604,6.1472,641.24,17299.0
0.4104,0.80204,0.4349,0.79443,3.8914,0.92607,5.4758,495.81,13251.0
0.41042,0.68199,0.51354,0.70328,3.7757,0.98147,5.6653,532.95,14295.0
0.41042,0.92716,0.5345,0.72747,3.7728,0.88042,5.6496,529.9,14205.0
0.41049,0.83817,0.57716,0.78498,3.924,0.89117,5.3543,473.85,12616.0
0.41061,0.81019,0.50313,0.71122,3.6395,0.95748,6.1684,647.12,17442.0
0.41076,0.78309,0.44032,0.76125,3.7738,0.9638,5.7851,558.55,14996.0
0.41079,0.73483,0.56164,0.79932,3.754,0.9315,5.6941,539.5,14459.0
0.41092,0.73267,0.52283,0.78432,3.6749,0.9236,5.863,574.96,15463.0
0.41109,0.89306,0.44616,0.79717,3.7242,0.97739,5.865,575.62,15478.0
0.41115,0.82848,0.43332,0.73345,3.6487,0.9141,5.9328,589.36,15898.0
0.41171,0.94742,0.44673,0.7997,3.7392,0.96019,5.927,590.07,15864.0
0.41185,0.70484,0.58138,0.72034,3.6618,0.92939,5.9036,584.47,15713.0
0.41193,0.766,0.4933,0.73336,3.8793,0.91532,5.493,499.4,13341.0
0.41193,0.92207,0.42172,0.76232,3.9327,0.90308,5.3153,465.51,12420.0
0.412,0.8971,0.43775,0.74115,3.7052,0.98742,5.8018,560.82,15093.0
0.41206,0.92642,0.56331,0.76674,4.0504,0.92496,5.1438,437.15,11587.0
0.41209,0.87416,0.55372,0.7307,3.8962,0.987,5.3782,477.64,12736.0
0.41213,0.68258,0.55696,0.7209,3.8027,0.90845,5.5875,517.71,13854.0
0.41226,0.93748,0.47613,0.72687,3.7808,0.96585,5.6089,520.88,13975.0
0.41233,0.72588,0.48827,0.75327,3.8956,0.89516,5.3276,467.49,12480.0
0.41244,0.79299,0.5039,0.74532,4.082,0.96334,5.1519,438.54,11628.0
0.41253,0.78387,0.41868,0.76249,3.8413,0.98016,5.6616,532.79,14275.0
0.41259,0.93506,0.49172,0.73046,3.6873,0.89202,5.8572,573.48,15427.0
0.41263,0.67342,0.41559,0.78204,3.7767,0.96079,5.8049,562.76,15114.0
0.41272,0.72028,0.51218,0.7859,3.9902,0.94516,5.2154,448.68,11927.0
0.41273,0.7665,0.44454,0.74644,3.7048,0.91243,5.7726,554.34,14917.0
0.41274,0.82153,0.54173,0.78131,3.8021,0.95067,5.4797,495.82,13266.0
0.41291,0.77718,0.52343,0.755,4.0139,0.9093,5.1028,429.18,11395.0
0.41294,0.81936,0.47333,0.77369,3.8903,0.93218,5.3312,468.08,12497.0
0.4131,0.74779,0.45334,0.78185,4.0497,0.90922,5.0652,422.99,11224.0
0.41322,0.6513,0.47927,0.74153,3.6275,0.9428,6.1684,646.6,17439.0
0.41324,0.93674,0.59216,0.7016,3.6172,0.94852,5.9828,601.85,16211.0
0.41343,0.9443,0.5474,0.79459,3.9969,0.88022,5.2258,450.84,11977.0
0.41344,0.803,0.4525,0.78544,3.6184,0.96234,5.9358,589.89,15913.0
0.41347,0.71711,0.40216,0.72528,3.7957,0.88114,5.7398,548.66,14726.0
0.41347,0.66279,0.53125,0.7726,3.7785,0.9196,5.7569,553.11,14826.0
0.41354,0.85795,0.47023,0.71743,4.0859,0.91441,5.1454,437.21,11597.0
0.41364,0.75598,0.54046,0.72837,3.8581,0.91981,5.5522,511.28,13660.0
0.41371,0.80152,0.58597,0.77962,3.7965,0.89645,5.6195,524.56,14031.0
0.41375,0.93279,0.5791,0.75316,3.6818,0.97278,5.7282,545.33,14652.0
0.41381,0.94649,0.53277,0.74923,3.6954,0.93384,5.7818,557.14,14970.0
0.41396,0.70417,0.45691,0.70858,3.6498,0.94929,5.978,600.38,16181.0
0.41397,0.90822,0.57193,0.70321,3.7971,0.96286,5.6186,524.26,14026.0
0.41404,0.89413,0.53424,0.7606,3.7092,0.89637,5.8542,573.59,15408.0
0.41407,0.90824,0.4873,0.70157,3.9856,0.90233,5.3226,467.96,12456.0
0.41408,0.725,0.45708,0.73154,3.6924,0.93823,5.7961,559.29,15056.0
0.41422,0.6897,0.52662,0.72042,3.7557,0.98792,5.6891,537.99,14427.0
0.41455,0.93441,0.42923,0.78952,3.8527,0.92087,5.6454,529.58,14182.0
0.41456,0.87472,0.5773,0.72871,3.9039,0.98049,5.3625,475.01,12654.0
0.41463,0.7252,0.50963,0.71792,4.0257,0.92892,5.1991,446.13,11848.0
0.41472,0.70417,0.43719,0.75985,3.7843,0.91316,5.667,533.12,14302.0
0.41489,0.65887,0.45343,0.70987,3.7068,0.94697,5.8235,565.79,15221.0
0.41503,0.77816,0.42104,0.79256,3.6361,0.91117,6.1963,653.27,17630.0
0.41507,0.85614,0.4634,0.70599,4.0131,0.96974,5.2469,454.23,12080.0
0.41507,0.72639,0.45845,0.72636,3.6396,0.98355,5.9479,592.96,15989.0
0.41513,0.87842,0.41979,0.78421,3.6779,0.90797,5.8811,578.18,15572.0
0.41533,0.76375,0.58834,0.79599,3.6341,0.96761,5.7777,555.51,14941.0
0.41537,0.76673,0.56833,0.70357,3.8232,0.90452,5.5575,512.02,13686.0
0.41543,0.89033,0.41378,0.79294,4.0089,0.94995,5.2508,454.6,12099.0
0.41553,0.77513,0.50647,0.76114,4.0622,0.98433,5.1185,432.42,11467.0
0.41555,0.88828,0.48213,0.76826,3.6499,0.96141,6.0,605.82,16321.0
0.4156,0.69396,0.44668,0.71601,4.0387,0.96195,5.2105,447.91,11904.0
0.41576,0.91867,0.53645,0.79873,3.7431,0.90673,5.7633,553.93,14860.0
0.41582,0.94686,0.47969,0.77714,4.0906,0.97546,5.0877,427.31,11326.0
0.41587,0.708,0.48559,0.77252,4.0901,0.95985,5.0246,416.76,11039.0
0.41609,0.93571,0.55991,0.79867,3.985,0.9146,5.0602,421.82,11195.0
0.41614,0.74834,0.44616,0.79767,3.6376,0.89988,5.95,593.51,16001.0
0.4163,0.80472,0.4796,0.78708,3.6798,0.9721,5.7537,550.2,14801.0
0.41634,0.79418,0.50685,0.70872,3.7914,0.8826,5.6726,534.89,14332.0
0.41639,0.91323,0.57687,0.78641,3.975,0.97484,5.1763,441.88,11735.0
0.4164,0.74971,0.46127,0.7439,3.6575,0.92172,5.9749,599.83,16159.0
0.41661,0.74209,0.54209,0.7614,3.7798,0.94483,5.5485,509.23,13634.0
0.41666,0.75681,0.49431,0.75476,3.9853,0.9858,5.1475,436.27,11600.0
0.41673,0.84902,0.41926,0.71377,4.0508,0.98436,5.1252,432.87,11499.0
0.41684,0.6907,0.48772,0.70973,3.6088,0.98523,6.0554,618.38,16679.0
0.41693,0.77097,0.45893,0.73556,3.8378,0.90435,5.6583,532.2,14252.0
0.41715,0.79913,0.54987,0.77099,3.905,0.89749,5.2782,459.03,12227.0
0.41718,0.87652,0.44083,0.79444,3.7179,0.92349,5.843,570.38,15338.0
0.4173,0.80174,0.49305,0.78229,3.9646,0.95347,5.1993,445.22,11845.0
0.41735,0.73173,0.43771,0.77273,3.9454,0.90328,5.2965,462.22,12321.0
0.41737,0.8202,0.43763,0.72536,3.7911,0.96429,5.6157,522.42,14008.0
0.4175,0.68664,0.54051,0.78402,3.8343,0.98759,5.513,502.94,13442.0
0.41752,0.7005,0.49624,0.72505,3.691,0.92603,5.798,560.14,15064.0
0.41774,0.67431,0.45411,0.71626,3.6783,0.96721,5.9177,586.79,15798.0
0.41776,0.84928,0.47418,0.71846,3.637,0.91311,6.0499,617.44,16643.0
0.41795,0.81692,0.4552,0.78195,3.7381,0.97153,5.8496,572.29,15379.0
0.41797,0.80951,0.57316,0.73165,3.8493,0.9667,5.4245,485.92,12970.0
0.41803,0.66261,0.5692,0.75942,3.8881,0.9293,5.3896,479.78,12790.0
0.41815,0.68927,0.59452,0.76912,4.0984,0.91859,4.8952,396.47,10470.0
0.41835,0.72862,0.48785,0.75572,4.0052,0.88307,5.0914,426.75,11338.0
0.41868,0.79888,0.41757,0.74944,4.0654,0.89057,5.0976,428.28,11369.0
0.41894,0.91724,0.41157,0.71476,3.7253,0.97912,5.7675,553.49,14883.0
0.41902,0.91382,0.46221,0.70648,3.6311,0.91696,5.9871,602.19,16235.0
0.41922,0.76415,0.44047,0.75355,3.9594,0.96263,5.3724,476.54,12705.0
0.41954,0.89419,0.53682,0.79736,3.7126,0.95445,5.7959,560.51,15050.0
0.41957,0.7555,0.40874,0.74388,3.7711,0.97045,5.6137,521.41,13995.0
0.41957,0.726,0.5023,0.7696,3.9024,0.93366,5.4164,484.59,12930.0
0.41969,0.6947,0.51548,0.74483,3.9069,0.98384,5.3683,475.54,12680.0
0.41977,0.68323,0.42001,0.70964,3.6015,0.92893,6.0235,609.6,16468.0
0.41987,0.93129,0.57692,0.79431,3.9766,0.88634,5.0322,416.97,11065.0
0.41989,0.83081,0.47792,0.78784,3.6182,0.93179,5.9393,590.86,15929.0
0.41996,0.94235,0.51855,0.75473,3.8034,0.97867,5.5164,502.92,13457.0
0.41999,0.80443,0.44397,0.70142,3.6522,0.91488,6.0309,612.84,16518.0
0.42002,0.79414,0.55632,0.77137,3.9302,0.97547,5.2385,452.14,12030.0
0.42006,0.79726,0.47774,0.70301,3.9329,0.9866,5.3176,466.08,12424.0
0.42032,0.73459,0.41069,0.79529,4.0932,0.95368,5.1333,434.63,11535.0
0.42035,0.80245,0.55712,0.7531,3.6044,0.91707,6.077,624.16,16817.0
0.42048,0.93089,0.50013,0.73047,3.6494,0.93263,5.8239,564.91,15216.0
0.42058,0.85569,0.59099,0.75735,3.6968,0.91374,5.6733,534.03,14328.0
0.42063,0.7907,0.52353,0.70344,3.7272,0.98974,5.7952,560.46,15046.0
0.42067,0.8314,0.58404,0.78368,3.6331,0.88471,5.7921,558.71,15023.0
0.42074,0.77272,0.51201,0.7147,3.7733,0.92904,5.5831,515.66,13822.0
0.42076,0.79597,0.47306,0.77304,3.8732,0.94315,5.3807,477.12,12742.0
0.42093,0.71028,0.59395,0.72996,3.7098,0.98796,5.6867,537.17,14406.0
0.42107,0.77926,0.40742,0.79096,3.7073,0.95077,5.6859,535.53,14402.0
0.42123,0.80789,0.4443,0.70162,3.7075,0.88719,5.9058,584.41,15722.0
0.42128,0.85345,0.40148,0.7096,4.0022,0.91131,5.1806,441.64,11755.0
0.42129,0.83019,0.482,0.79229,4.0103,0.88154,5.175,441.31,11727.0
0.42134,0.80527,0.58318,0.75959,3.6312,0.88636,5.9424,592.79,15947.0
0.4214,0.86561,0.42207,0.77136,3.9361,0.96878,5.2152,447.07,11919.0
0.42142,0.65385,0.50583,0.72556,4.0097,0.89506,5.1401,435.36,11562.0
0.42146,0.80664,0.41108,0.75937,4.0334,0.93803,5.1946,444.63,11822.0
0.42147,0.7927,0.41036,0.79943,4.0101,0.92578,5.0444,418.5,11122.0
0.42151,0.92062,0.54665,0.72141,3.9036,0.90585,5.3261,467.73,12463.0
0.42151,0.87225,0.48292,0.78239,3.8127,0.9269,5.607,521.19,13957.0
0.42157,0.80754,0.53695,0.74819,3.731,0.88061,5.5838,515.24,13824.0
0.42163,0.79453,0.49466,0.73082,3.7425,0.9782,5.7568,552.0,14817.0
0.42182,0.66761,0.54535,0.71235,3.8489,0.93922,5.4915,498.78,13323.0
0.42183,0.93842,0.44855,0.71963,3.6377,0.96827,6.0702,622.08,16774.0
0.42203,0.67259,0.57087,0.74723,4.0951,0.97458,4.9048,397.61,10509.0
0.42223,0.84911,0.42285,0.76614,3.7735,0.88948,5.5409,506.55,13589.0
0.42224,0.77694,0.44108,0.78438,3.7263,0.93248,5.6036,518.7,13934.0
0.42229,0.84647,0.40699,0.72765,3.6179,0.89593,5.9805,599.89,16190.0
0.42234,0.83282,0.48199,0.75526,3.8749,0.88685,5.3361,468.68,12513.0
0.42248,0.92194,0.41399,0.77356,3.6209,0.94078,6.0154,608.27,16414.0
0.4226,0.66559,0.59238,0.76537,3.6528,0.93529,5.7231,543.82,14614.0
0.42292,0.93538,0.4091,0.7605,4.0146,0.96293,5.0775,424.01,11272.0
0.42296,0.88756,0.42703,0.74204,3.9526,0.89889,5.2252,449.1,11966.0
0.42298,0.75747,0.41375,0.75048,3.8361,0.96099,5.5769,514.83,13789.0
0.42301,0.76773,0.50844,0.76868,3.7894,0.89295,5.6354,526.89,14114.0
0.42309,0.72013,0.51147,0.77677,3.6121,0.92166,5.8505,570.54,15375.0
0.42309,0.87203,0.49666,0.71661,3.8078,0.94005,5.5293,505.33,13525.0
0.42346,0.88626,0.50003,0.7062,3.8044,0.93487,5.5458,508.62,13615.0
0.42347,0.94455,0.47152,0.70368,3.6097,0.97606,6.0155,608.53,16413.0
0.42351,0.7275,0.43488,0.79171,4.0732,0.98841,4.984,409.38,10853.0
0.42381,0.94413,0.49586,0.78913,4.0945,0.97555,5.0245,416.59,11032.0
0.42387,0.87272,0.45777,0.73759,3.9515,0.94345,5.1773,440.57,11735.0
0.42399,0.8356,0.5563,0.79614,3.7944,0.9607,5.4014,480.42,12843.0
0.42405,0.78051,0.59135,0.78933,4.0472,0.88696,4.9099,398.0,10527.0
0.42421,0.81639,0.51293,0.79255,3.9537,0.95201,5.1255,432.11,11489.0
0.42424,0.69533,0.44536,0.79847,4.0044,0.90607,5.0853,425.46,11306.0
0.42443,0.85632,0.59015,0.78251,3.6835,0.88897,5.5869,515.56,13836.0
0.42457,0.65968,0.43793,0.73047,3.6952,0.88667,5.9126,585.66,15761.0
0.42476,0.84409,0.47883,0.77885,4.0753,0.8868,4.9956,411.48,10902.0
0.42514,0.84701,0.44453,0.78581,3.7249,0.93232,5.6272,523.65,14064.0
0.42517,0.80383,0.59031,0.72803,3.645,0.97163,5.878,578.21,15542.0
