aspect,outlet_temp,beta,etanbi,capcost
1.9791015625,834.30859375,0.04984375,0.3777343749999999,14519.0
1.9341796875,834.30859375,0.04984375,0.3777343749999999,11978.0
1.9341796875,1071.02734375,0.04984375,0.3777343749999999,10776.0
1.9341796875,834.30859375,0.05546875,0.3777343749999999,11542.0
1.9341796875,834.30859375,0.04984375,0.426171875,13419.0
1.9341796875,834.30859375,0.04984375,0.3777343749999999,13742.0
1.8791015625,921.02734375,0.13546875,0.226171875,5200.4
1.8791015625,921.02734375,0.13546875,0.226171875,5235.4
1.8791015625,921.02734375,0.13546875,0.226171875,5199.5
1.8791015625,921.02734375,0.13546875,0.226171875,5201.3
1.8791015625,921.02734375,0.13546875,0.226171875,5195.5
1.8341796875,921.02734375,0.13546875,0.226171875,5358.1
1.8791015625,921.02734375,0.13546875,0.226171875,5351.8
1.8791015625,984.30859375,0.13546875,0.226171875,5164.4
1.8791015625,921.02734375,0.12984375,0.226171875,5248.5
1.8791015625,921.02734375,0.13546875,0.5777343749999999,5048.0
1.8341796875,984.30859375,0.12984375,0.5777343749999999,5187.6
1.8341796875,984.30859375,0.12984375,0.5777343749999999,5198.5
1.8341796875,984.30859375,0.12984375,0.5777343749999999,5196.4
1.8341796875,984.30859375,0.12984375,0.5777343749999999,5203.9
1.8791015625,984.30859375,0.12984375,0.5777343749999999,5042.0
1.8341796875,984.30859375,0.12984375,0.5777343749999999,5197.5
1.8341796875,921.02734375,0.12984375,0.5777343749999999,5231.5
1.8341796875,984.30859375,0.13546875,0.5777343749999999,5175.3
1.8341796875,984.30859375,0.12984375,0.226171875,5373.6
1.8341796875,984.30859375,0.12984375,0.5777343749999999,5197.5
1.8291015625,996.02734375,0.17546875,0.326171875,5121.7
1.8291015625,996.02734375,0.17546875,0.326171875,5127.4
1.8291015625,996.02734375,0.17546875,0.326171875,5121.1
1.8291015625,996.02734375,0.17546875,0.326171875,5122.2
1.8291015625,996.02734375,0.17546875,0.326171875,5124.1
1.9841796875,996.02734375,0.17546875,0.326171875,4672.9
1.8291015625,996.02734375,0.17546875,0.326171875,5121.7
1.8291015625,909.30859375,0.17546875,0.326171875,5163.8
1.8291015625,996.02734375,0.16984375,0.326171875,5136.3
1.8291015625,996.02734375,0.17546875,0.277734375,5148.8
1.9841796875,909.30859375,0.16984375,0.277734375,4754.2
1.9841796875,909.30859375,0.16984375,0.277734375,4762.0
1.9841796875,909.30859375,0.16984375,0.277734375,4760.4
1.9841796875,909.30859375,0.16984375,0.277734375,4758.8
1.8291015625,909.30859375,0.16984375,0.277734375,5218.7
1.9841796875,909.30859375,0.16984375,0.277734375,4761.1
1.9841796875,996.02734375,0.16984375,0.277734375,4718.9
1.9841796875,909.30859375,0.17546875,0.277734375,4747.8
1.9841796875,909.30859375,0.16984375,0.326171875,4733.2
1.9841796875,909.30859375,0.16984375,0.277734375,4761.1
1.9291015625,846.02734375,0.09546875,0.526171875,5890.7
1.9291015625,846.02734375,0.09546875,0.526171875,5727.2
1.9291015625,846.02734375,0.09546875,0.526171875,5934.4
1.9291015625,846.02734375,0.09546875,0.526171875,5904.0
1.9291015625,846.02734375,0.09546875,0.526171875,5914.6
1.8841796875,846.02734375,0.09546875,0.526171875,5755.6
1.9291015625,846.02734375,0.09546875,0.526171875,5497.7
1.9291015625,1059.30859375,0.09546875,0.526171875,5220.0
1.9291015625,846.02734375,0.08984375,0.526171875,6255.9
1.9291015625,846.02734375,0.09546875,0.477734375,5948.6
1.8841796875,1059.30859375,0.08984375,0.477734375,5518.8
1.8841796875,1059.30859375,0.08984375,0.477734375,5456.8
1.8841796875,1059.30859375,0.08984375,0.477734375,5464.6
1.8841796875,1059.30859375,0.08984375,0.477734375,5461.2
1.9291015625,1059.30859375,0.08984375,0.477734375,5314.1
1.8841796875,1059.30859375,0.08984375,0.477734375,5467.4
1.8841796875,846.02734375,0.08984375,0.477734375,5783.7
1.8841796875,1059.30859375,0.09546875,0.477734375,5349.9
1.8841796875,1059.30859375,0.08984375,0.526171875,5444.3
1.8841796875,1059.30859375,0.08984375,0.477734375,5467.4
1.9041015625,958.52734375,0.19546875,0.376171875,4844.3
1.9041015625,958.52734375,0.19546875,0.376171875,4848.1
1.9041015625,958.52734375,0.19546875,0.376171875,4843.6
1.9041015625,958.52734375,0.19546875,0.376171875,4844.2
1.9041015625,958.52734375,0.19546875,0.376171875,4839.6
1.8091796875,958.52734375,0.19546875,0.376171875,5155.5
1.9041015625,958.52734375,0.19546875,0.376171875,4844.3
1.9041015625,1021.80859375,0.19546875,0.376171875,4818.3
1.9041015625,958.52734375,0.1098437499999999,0.376171875,5245.0
1.9041015625,958.52734375,0.19546875,0.427734375,4827.7
1.8091796875,1021.80859375,0.1098437499999999,0.427734375,5465.1
1.8091796875,1021.80859375,0.1098437499999999,0.427734375,5492.4
1.8091796875,1021.80859375,0.1098437499999999,0.427734375,5489.2
1.8091796875,1021.80859375,0.1098437499999999,0.427734375,5505.1
1.9041015625,1021.80859375,0.1098437499999999,0.427734375,5141.9
1.8091796875,1021.80859375,0.1098437499999999,0.427734375,5488.4
1.8091796875,958.52734375,0.1098437499999999,0.427734375,5569.4
1.8091796875,1021.80859375,0.19546875,0.427734375,5108.4
1.8091796875,1021.80859375,0.1098437499999999,0.376171875,5526.3
1.8091796875,1021.80859375,0.1098437499999999,0.427734375,5488.4
1.8041015625,808.52734375,0.11546875,0.576171875,5580.2
1.8041015625,808.52734375,0.11546875,0.576171875,5600.9
1.8041015625,808.52734375,0.11546875,0.576171875,5593.4
1.8041015625,808.52734375,0.11546875,0.576171875,5579.7
1.8041015625,808.52734375,0.11546875,0.576171875,5607.2
1.8041015625,808.52734375,0.11546875,0.576171875,5580.2
1.8041015625,871.80859375,0.11546875,0.576171875,5473.4
1.8041015625,808.52734375,0.18984375,0.576171875,5207.1
1.8041015625,808.52734375,0.11546875,0.227734375,5907.1
1.9091796875,871.80859375,0.18984375,0.227734375,4972.9
1.9091796875,871.80859375,0.18984375,0.227734375,4974.5
1.9091796875,871.80859375,0.18984375,0.227734375,4977.5
1.9091796875,871.80859375,0.18984375,0.227734375,4968.0
1.8041015625,871.80859375,0.18984375,0.227734375,5329.6
1.9091796875,871.80859375,0.18984375,0.227734375,4977.3
1.9091796875,808.52734375,0.18984375,0.227734375,5022.9
1.9091796875,871.80859375,0.11546875,0.227734375,5529.2
1.9091796875,871.80859375,0.18984375,0.576171875,4835.2
1.9091796875,871.80859375,0.18984375,0.227734375,4977.3
1.8541015625,1033.52734375,0.07546875,0.4761718749999999,7802.8
1.8541015625,1033.52734375,0.07546875,0.4761718749999999,7659.2
1.8541015625,1033.52734375,0.07546875,0.4761718749999999,7785.6
1.8541015625,1033.52734375,0.07546875,0.4761718749999999,7866.5
1.8541015625,1033.52734375,0.07546875,0.4761718749999999,7649.4
1.8591796875,1033.52734375,0.07546875,0.4761718749999999,7835.8
1.8541015625,1033.52734375,0.07546875,0.4761718749999999,7480.0
1.8541015625,946.80859375,0.07546875,0.4761718749999999,8315.3
1.8541015625,1033.52734375,0.14984375,0.4761718749999999,5052.0
1.8541015625,1033.52734375,0.07546875,0.527734375,7708.1
1.8591796875,946.80859375,0.14984375,0.527734375,5050.0
1.8591796875,946.80859375,0.14984375,0.527734375,5047.4
1.8591796875,946.80859375,0.14984375,0.527734375,5045.9
1.8591796875,946.80859375,0.14984375,0.527734375,5057.7
1.8541015625,946.80859375,0.14984375,0.527734375,5063.9
1.8591796875,946.80859375,0.14984375,0.527734375,5046.8
1.8591796875,1033.52734375,0.14984375,0.527734375,5009.7
1.8591796875,946.80859375,0.07546875,0.527734375,7621.9
1.8591796875,946.80859375,0.14984375,0.4761718749999999,5058.3
1.8591796875,946.80859375,0.14984375,0.527734375,5046.8
1.9541015625,883.52734375,0.15546875,0.276171875,4899.7
1.9541015625,883.52734375,0.15546875,0.276171875,4891.2
1.9541015625,883.52734375,0.15546875,0.276171875,4898.6
1.9541015625,883.52734375,0.15546875,0.276171875,4896.9
1.9541015625,883.52734375,0.15546875,0.276171875,4902.9
1.9591796875,883.52734375,0.15546875,0.276171875,4886.5
1.9541015625,883.52734375,0.15546875,0.276171875,4899.7
1.9541015625,796.80859375,0.15546875,0.276171875,4966.2
1.9541015625,883.52734375,0.06984375,0.276171875,8986.5
1.9541015625,883.52734375,0.15546875,0.327734375,4867.7
1.9591796875,796.80859375,0.06984375,0.327734375,9156.8
1.9591796875,796.80859375,0.06984375,0.327734375,8807.8
1.9591796875,796.80859375,0.06984375,0.327734375,8909.1
1.9591796875,796.80859375,0.06984375,0.327734375,8719.8
1.9541015625,796.80859375,0.06984375,0.327734375,8737.9
1.9591796875,796.80859375,0.06984375,0.327734375,9162.6
1.9591796875,883.52734375,0.06984375,0.327734375,7947.2
1.9591796875,796.80859375,0.06984375,0.276171875,9117.2
1.9591796875,796.80859375,0.06984375,0.327734375,8777.5
1.8478515625,817.90234375,0.07046875,0.238671875,9593.1
1.8478515625,817.90234375,0.07046875,0.238671875,10544.0
1.8478515625,817.90234375,0.07046875,0.238671875,10609.0
1.8478515625,817.90234375,0.07046875,0.238671875,10583.0
1.8478515625,817.90234375,0.07046875,0.238671875,13814.0
1.8478515625,1049.93359375,0.07046875,0.238671875,8336.1
1.8478515625,817.90234375,0.05484375,0.238671875,16389.0
1.8478515625,817.90234375,0.07046875,0.290234375,10118.0
1.9904296875,1049.93359375,0.05484375,0.290234375,17315.0
1.9904296875,1049.93359375,0.05484375,0.290234375,15755.0
1.9904296875,1049.93359375,0.05484375,0.290234375,15754.0
1.9904296875,1049.93359375,0.05484375,0.290234375,15872.0
1.8478515625,1049.93359375,0.05484375,0.290234375,13118.0
1.9904296875,1049.93359375,0.05484375,0.290234375,12034.0
1.9904296875,1049.93359375,0.07046875,0.290234375,10360.0
1.9904296875,1049.93359375,0.05484375,0.238671875,16627.0
1.9904296875,1049.93359375,0.05484375,0.290234375,15754.0
1.9478515625,967.90234375,0.15046875,0.438671875,4798.7
1.9478515625,967.90234375,0.15046875,0.438671875,4804.0
1.9478515625,967.90234375,0.15046875,0.438671875,4799.7
1.9478515625,967.90234375,0.15046875,0.438671875,4798.3
1.9478515625,967.90234375,0.15046875,0.438671875,4809.7
1.8904296875,967.90234375,0.15046875,0.438671875,4961.5
1.9478515625,967.90234375,0.15046875,0.438671875,4798.7
1.9478515625,899.93359375,0.15046875,0.438671875,4832.6
1.9478515625,967.90234375,0.13484375,0.438671875,4847.5
1.9478515625,967.90234375,0.15046875,0.490234375,4785.7
1.8904296875,899.93359375,0.13484375,0.490234375,5048.6
1.8904296875,899.93359375,0.13484375,0.490234375,5056.8
1.8904296875,899.93359375,0.13484375,0.490234375,5059.3
1.8904296875,899.93359375,0.13484375,0.490234375,5044.0
1.9478515625,899.93359375,0.13484375,0.490234375,4890.1
1.8904296875,899.93359375,0.13484375,0.490234375,5058.4
1.8904296875,967.90234375,0.13484375,0.490234375,5020.9
1.8904296875,899.93359375,0.15046875,0.490234375,5004.0
1.8904296875,899.93359375,0.13484375,0.438671875,5073.0
1.8904296875,899.93359375,0.13484375,0.490234375,5058.4
1.9978515625,892.90234375,0.19046875,0.5386718749999999,4602.7
1.9978515625,892.90234375,0.19046875,0.5386718749999999,4615.3
1.9978515625,892.90234375,0.19046875,0.5386718749999999,4603.4
1.9978515625,892.90234375,0.19046875,0.5386718749999999,4603.3
1.9978515625,892.90234375,0.19046875,0.5386718749999999,4595.1
1.9404296875,892.90234375,0.19046875,0.5386718749999999,4741.7
1.9978515625,892.90234375,0.19046875,0.5386718749999999,4602.7
1.9978515625,974.93359375,0.19046875,0.5386718749999999,4567.5
1.9978515625,892.90234375,0.17484375,0.5386718749999999,4634.1
1.9978515625,892.90234375,0.19046875,0.390234375,4639.6
1.9404296875,974.93359375,0.17484375,0.390234375,4767.1
1.9404296875,974.93359375,0.17484375,0.390234375,4777.6
1.9404296875,974.93359375,0.17484375,0.390234375,4777.4
1.9404296875,974.93359375,0.17484375,0.390234375,4790.8
1.9978515625,974.93359375,0.17484375,0.390234375,4638.3
1.9404296875,974.93359375,0.17484375,0.390234375,4779.0
1.9404296875,892.90234375,0.17484375,0.390234375,4820.9
1.9404296875,974.93359375,0.19046875,0.390234375,4744.9
1.9404296875,974.93359375,0.17484375,0.5386718749999999,4740.7
1.9404296875,974.93359375,0.17484375,0.390234375,4779.0
1.8978515625,1042.90234375,0.11046875,0.338671875,5517.5
1.8978515625,1042.90234375,0.11046875,0.338671875,5472.7
1.8978515625,1042.90234375,0.11046875,0.338671875,5532.6
1.8978515625,1042.90234375,0.11046875,0.338671875,5489.3
1.8978515625,1042.90234375,0.11046875,0.338671875,5552.6
1.8404296875,1042.90234375,0.11046875,0.338671875,5380.7
1.8978515625,1042.90234375,0.11046875,0.338671875,5179.6
1.8978515625,824.93359375,0.11046875,0.338671875,6367.3
1.8978515625,1042.90234375,0.09484375,0.338671875,6389.0
1.8978515625,1042.90234375,0.11046875,0.590234375,5226.0
1.8404296875,824.93359375,0.09484375,0.590234375,6125.1
1.8404296875,824.93359375,0.09484375,0.590234375,6040.1
1.8404296875,824.93359375,0.09484375,0.590234375,6101.2
1.8404296875,824.93359375,0.09484375,0.590234375,6018.6
1.8978515625,824.93359375,0.09484375,0.590234375,6259.6
1.8404296875,824.93359375,0.09484375,0.590234375,6666.6
1.8404296875,1042.90234375,0.09484375,0.590234375,5514.9
1.8404296875,824.93359375,0.11046875,0.590234375,5529.5
1.8404296875,824.93359375,0.09484375,0.338671875,6454.9
1.8404296875,824.93359375,0.09484375,0.590234375,6056.8
1.8728515625,930.40234375,0.17046875,0.588671875,4950.8
1.8728515625,930.40234375,0.17046875,0.588671875,4952.2
1.8728515625,930.40234375,0.17046875,0.588671875,4952.0
1.8728515625,930.40234375,0.17046875,0.588671875,4948.9
1.8728515625,930.40234375,0.17046875,0.588671875,4948.0
1.8654296875,930.40234375,0.17046875,0.588671875,4974.5
1.8728515625,930.40234375,0.17046875,0.588671875,4950.8
1.8728515625,862.43359375,0.17046875,0.588671875,4987.7
1.8728515625,930.40234375,0.11484375,0.588671875,5182.2
1.8728515625,930.40234375,0.17046875,0.540234375,4959.4
1.8654296875,862.43359375,0.11484375,0.540234375,5307.8
1.8654296875,862.43359375,0.11484375,0.540234375,5310.8
1.8654296875,862.43359375,0.11484375,0.540234375,5328.8
1.8654296875,862.43359375,0.11484375,0.540234375,5324.4
1.8728515625,862.43359375,0.11484375,0.540234375,5290.4
1.8654296875,862.43359375,0.11484375,0.540234375,5316.5
1.8654296875,930.40234375,0.11484375,0.540234375,5220.5
1.8654296875,862.43359375,0.17046875,0.540234375,5018.1
1.8654296875,862.43359375,0.11484375,0.588671875,5298.2
1.8654296875,862.43359375,0.11484375,0.540234375,5316.5
1.9728515625,1080.40234375,0.09046875,0.388671875,5189.0
1.9728515625,1080.40234375,0.09046875,0.388671875,5194.3
1.9728515625,1080.40234375,0.09046875,0.388671875,5192.6
1.9728515625,1080.40234375,0.09046875,0.388671875,5191.9
1.9728515625,1080.40234375,0.09046875,0.388671875,5183.9
1.9654296875,1080.40234375,0.09046875,0.388671875,5210.1
1.9728515625,1080.40234375,0.09046875,0.388671875,5189.0
1.9728515625,1012.43359375,0.09046875,0.388671875,5259.3
1.9728515625,1080.40234375,0.19484375,0.388671875,4614.1
1.9728515625,1080.40234375,0.09046875,0.340234375,5228.1
1.9654296875,1012.43359375,0.19484375,0.340234375,4670.4
1.9654296875,1012.43359375,0.19484375,0.340234375,4670.4
1.9654296875,1012.43359375,0.19484375,0.340234375,4670.5
1.9654296875,1012.43359375,0.19484375,0.340234375,4673.2
1.9728515625,1012.43359375,0.19484375,0.340234375,4653.2
1.9654296875,1012.43359375,0.19484375,0.340234375,4671.0
1.9654296875,1080.40234375,0.19484375,0.340234375,4648.0
1.9654296875,1012.43359375,0.09046875,0.340234375,5331.1
1.9654296875,1012.43359375,0.19484375,0.388671875,4653.3
1.9654296875,1012.43359375,0.19484375,0.340234375,4671.0
1.9228515625,855.40234375,0.05046875,0.288671875,14341.0
1.9228515625,855.40234375,0.05046875,0.288671875,14524.0
1.9228515625,855.40234375,0.05046875,0.288671875,14150.0
1.9228515625,855.40234375,0.05046875,0.288671875,14556.0
1.9228515625,855.40234375,0.05046875,0.288671875,12341.0
1.9228515625,937.43359375,0.05046875,0.288671875,12930.0
1.9228515625,855.40234375,0.15484375,0.288671875,4978.6
1.9228515625,855.40234375,0.05046875,0.4402343749999999,13059.0
1.8154296875,937.43359375,0.15484375,0.4402343749999999,5219.1
1.8154296875,937.43359375,0.15484375,0.4402343749999999,5223.1
1.8154296875,937.43359375,0.15484375,0.4402343749999999,5219.5
1.8154296875,937.43359375,0.15484375,0.4402343749999999,5215.9
1.9228515625,937.43359375,0.15484375,0.4402343749999999,4869.6
1.8154296875,937.43359375,0.15484375,0.4402343749999999,5220.5
1.8154296875,855.40234375,0.15484375,0.4402343749999999,5269.3
1.8154296875,937.43359375,0.05046875,0.4402343749999999,9398.2
1.8154296875,937.43359375,0.15484375,0.288671875,5287.1
1.8154296875,937.43359375,0.15484375,0.4402343749999999,5220.5
1.8228515625,1005.40234375,0.13046875,0.488671875,5242.6
1.8228515625,1005.40234375,0.13046875,0.488671875,5244.9
1.8228515625,1005.40234375,0.13046875,0.488671875,5244.0
1.8228515625,1005.40234375,0.13046875,0.488671875,5244.2
1.8228515625,1005.40234375,0.13046875,0.488671875,5248.7
1.9154296875,1005.40234375,0.13046875,0.488671875,5026.0
1.8228515625,1005.40234375,0.13046875,0.488671875,5242.6
1.8228515625,1087.43359375,0.13046875,0.488671875,5207.8
1.8228515625,1005.40234375,0.07484375,0.488671875,8430.4
1.8228515625,1005.40234375,0.13046875,0.240234375,5364.2
1.9154296875,1087.43359375,0.07484375,0.240234375,8858.6
1.9154296875,1087.43359375,0.07484375,0.240234375,8916.1
