nbins_output,3,4,5,6,7,8,9,10
3,94.96,95.2,95.08,95.02,94.93,95.15,94.77,95.06
4,95.09,95.11,94.93,95.24,95.05,95.0,95.01,94.68
5,95.06,94.88,94.94,95.05,94.77,94.92,94.82,94.84
6,95.0,95.0,95.24,94.96,94.68,94.96,94.77,95.01
7,94.85,95.01,94.86,95.06,95.06,94.98,95.09,94.87
8,94.95,94.95,95.2,95.09,94.85,95.03,95.13,95.03
9,94.95,95.31,95.03,94.78,95.25,94.96,95.01,95.03
10,94.99,94.8,94.92,94.96,95.11,94.96,94.99,95.09
