major_radius,aspect_ratio,effective_ion_charge,toroidal_field_on_plasma,capcost,Q_engineering,high_grade_wasteheat,net_electrical_output
3.8785615562200473,2.1254104967311833,1.6182212529713058,4.272916225685638,5596.55,1.3,544.0,53.0
3.8785615562200473,2.1478005097592527,2.3250562027284607,4.272916225685638,6339.61,0.3,264.0,-289.0
3.8785615562200473,2.1478005097592527,1.6182212529713058,5.92668632610296,6015.55,1.4,614.0,77.0
3.8785615562200473,2.1254104967311833,2.3250562027284607,5.92668632610296,6662.38,0.3,307.0,-249.0
3.444019945401415,2.1478005097592527,2.3250562027284607,5.92668632610296,4552.46,1.0,237.0,3.0
3.444019945401415,2.1254104967311833,1.6182212529713058,5.92668632610296,5391.86,1.6,603.0,90.0
3.444019945401415,2.1254104967311833,2.3250562027284607,4.272916225685638,4298.48,0.9,218.0,-13.0
3.444019945401415,2.1254104967311833,2.3250562027284607,5.92668632610296,4586.23,1.0,241.0,3.0
3.6340722103528607,1.9741082874808946,1.9430861490894955,5.731119942241899,5922.35,0.4,282.0,-155.0
3.199530599534228,1.9741082874808946,1.9430861490894955,5.731119942241899,5492.52,0.7,416.0,-84.0
3.6340722103528607,1.951718274452825,1.9430861490894955,5.731119942241899,5886.51,0.4,271.0,-151.0
3.6340722103528607,1.9741082874808946,1.3504615143738916,5.731119942241899,5527.53,1.5,501.0,71.0
3.6340722103528607,1.9741082874808946,1.9430861490894955,5.440618420584206,5858.53,0.4,282.0,-155.0
3.6340722103528607,1.951718274452825,1.3504615143738916,5.440618420584206,5504.02,1.5,507.0,73.0
3.199530599534228,1.9741082874808946,1.3504615143738916,5.440618420584206,5069.42,1.6,564.0,86.0
3.199530599534228,1.951718274452825,1.9430861490894955,5.440618420584206,5438.91,0.5,338.0,-133.0
3.199530599534228,1.951718274452825,1.3504615143738916,5.731119942241899,5071.67,1.5,526.0,76.0
3.199530599534228,1.951718274452825,1.3504615143738916,5.440618420584206,5037.4,1.6,548.0,86.0
3.145093518618487,2.321492732037611,1.2933563568531161,4.758984131204391,4796.1,0.9,455.0,-12.0
3.6885092912686015,2.321492732037611,1.2933563568531161,4.758984131204391,5297.22,1.2,510.0,32.0
3.145093518618487,2.299102719009541,1.2933563568531161,4.758984131204391,4813.74,1.0,466.0,-6.0
3.145093518618487,2.321492732037611,2.000191306610271,4.758984131204391,3799.67,0.8,172.0,-19.0
3.145093518618487,2.321492732037611,1.2933563568531161,4.468482609546699,4625.02,0.8,390.0,-31.0
3.145093518618487,2.299102719009541,2.000191306610271,4.468482609546699,3743.39,0.7,161.0,-24.0
3.6885092912686015,2.321492732037611,2.000191306610271,4.468482609546699,5723.69,0.9,567.0,-27.0
3.6885092912686015,2.299102719009541,1.2933563568531161,4.468482609546699,5259.24,1.1,490.0,18.0
3.6885092912686015,2.299102719009541,2.000191306610271,4.758984131204391,5766.79,1.0,593.0,4.0
3.6885092912686015,2.299102719009541,2.000191306610271,4.468482609546699,5802.57,0.9,593.0,-23.0
3.2062158550852837,1.930685231911305,1.8618699250599482,4.151399249305949,5228.71,0.3,231.0,-201.0
3.1384082630674315,1.930685231911305,1.8618699250599482,4.151399249305949,5155.89,0.5,335.0,-128.0
3.2062158550852837,2.168833552300773,1.8618699250599482,4.151399249305949,5202.42,0.8,503.0,-53.0
3.2062158550852837,1.930685231911305,1.594110186462534,4.151399249305949,4980.55,1.4,543.0,60.0
3.2062158550852837,1.930685231911305,1.8618699250599482,4.833033538685764,5230.17,1.1,519.0,18.0
3.2062158550852837,2.168833552300773,1.594110186462534,4.833033538685764,5006.32,1.2,531.0,34.0
3.1384082630674315,1.930685231911305,1.594110186462534,4.833033538685764,5073.7,1.5,592.0,80.0
3.1384082630674315,2.168833552300773,1.8618699250599482,4.833033538685764,5178.22,1.0,570.0,10.0
3.1384082630674315,2.168833552300773,1.594110186462534,4.151399249305949,4800.72,0.8,428.0,-36.0
3.1384082630674315,2.168833552300773,1.594110186462534,4.833033538685764,4991.86,1.1,537.0,26.0
3.6951945468196574,2.2780696764680215,1.2121401328235686,5.123535060343457,5365.35,1.5,579.0,83.0
3.6273869548018047,2.2780696764680215,1.2121401328235686,5.123535060343457,5281.51,1.5,556.0,76.0
3.6951945468196574,1.8214491077440562,1.2121401328235686,5.123535060343457,5518.84,1.4,413.0,48.0
3.6951945468196574,2.2780696764680215,2.2438399786989134,5.123535060343457,5973.85,0.3,265.0,-248.0
3.6951945468196574,2.2780696764680215,1.2121401328235686,5.805169349723272,5632.36,1.8,683.0,124.0
3.6951945468196574,1.8214491077440562,2.2438399786989134,5.805169349723272,6941.28,0.2,207.0,-350.0
3.6273869548018047,2.2780696764680215,2.2438399786989134,5.805169349723272,6092.42,0.5,378.0,-181.0
3.6273869548018047,1.8214491077440562,1.2121401328235686,5.805169349723272,5576.99,1.4,415.0,50.0
3.6273869548018047,1.8214491077440562,2.2438399786989134,5.123535060343457,6784.81,0.2,227.0,-349.0
3.6273869548018047,1.8214491077440562,2.2438399786989134,5.805169349723272,6913.96,0.2,215.0,-359.0
3.939683892686844,2.104377454189663,2.186734821178138,4.637467154824703,6171.04,0.4,299.0,-192.0
3.8718763006689914,2.104377454189663,2.186734821178138,4.637467154824703,6244.65,0.4,316.0,-201.0
3.939683892686844,1.9951413300224146,2.186734821178138,4.637467154824703,6368.72,0.2,210.0,-263.0
3.939683892686844,2.104377454189663,1.269245290344344,4.637467154824703,5615.72,1.6,544.0,82.0
3.939683892686844,2.104377454189663,2.186734821178138,5.319101444204518,6337.53,0.4,299.0,-192.0
3.939683892686844,1.9951413300224146,1.269245290344344,5.319101444204518,5744.84,1.4,447.0,52.0
3.8718763006689914,2.104377454189663,1.269245290344344,5.319101444204518,5711.85,1.5,538.0,74.0
3.8718763006689914,1.9951413300224146,2.186734821178138,5.319101444204518,6448.69,0.3,224.0,-262.0
3.8718763006689914,1.9951413300224146,1.269245290344344,4.637467154824703,5608.52,1.5,490.0,64.0
3.8718763006689914,1.9951413300224146,1.269245290344344,5.319101444204518,5717.09,1.5,495.0,70.0
3.450705200952471,2.45176189874638,1.5370050289417585,5.60960296586221,5402.67,1.2,613.0,44.0
3.382897608934618,2.45176189874638,1.5370050289417585,5.60960296586221,5299.4,1.2,587.0,34.0
3.450705200952471,2.342525774579131,1.5370050289417585,5.60960296586221,5296.52,1.4,599.0,70.0
3.450705200952471,2.45176189874638,1.9189750825807237,5.60960296586221,5679.03,1.1,663.0,21.0
3.450705200952471,2.45176189874638,1.5370050289417585,4.34696563316701,5061.82,0.8,408.0,-51.0
3.450705200952471,2.342525774579131,1.9189750825807237,4.34696563316701,5306.52,0.8,463.0,-60.0
3.382897608934618,2.45176189874638,1.9189750825807237,4.34696563316701,4668.93,0.3,160.0,-176.0
3.382897608934618,2.342525774579131,1.5370050289417585,4.34696563316701,4958.68,0.8,413.0,-39.0
3.382897608934618,2.342525774579131,1.9189750825807237,5.60960296586221,5593.23,1.2,675.0,43.0
3.382897608934618,2.342525774579131,1.9189750825807237,4.34696563316701,5095.68,0.8,441.0,-48.0
3.3284605280188773,2.017531343050484,1.3745725808826634,5.852636918621587,5259.0,1.7,582.0,95.0
3.505142281868211,2.017531343050484,1.3745725808826634,5.852636918621587,5393.75,1.5,525.0,74.0
3.3284605280188773,2.255679663439952,1.3745725808826634,5.852636918621587,5295.56,1.7,680.0,111.0
3.3284605280188773,2.017531343050484,1.4316777384034391,5.852636918621587,5271.53,1.6,582.0,92.0
3.3284605280188773,2.017531343050484,1.3745725808826634,5.076067491445141,5146.55,1.7,592.0,96.0
3.3284605280188773,2.255679663439952,1.4316777384034391,5.076067491445141,5004.37,1.3,527.0,46.0
3.505142281868211,2.017531343050484,1.4316777384034391,5.076067491445141,5297.39,1.6,552.0,84.0
3.505142281868211,2.255679663439952,1.3745725808826634,5.076067491445141,5218.88,1.4,562.0,65.0
3.505142281868211,2.255679663439952,1.4316777384034391,5.852636918621587,5457.87,1.8,692.0,123.0
3.505142281868211,2.255679663439952,1.4316777384034391,5.076067491445141,5325.26,1.4,596.0,65.0
3.8174392197532505,2.3649157876072007,2.024302373119043,4.88050110758408,5983.02,1.0,651.0,13.0
3.994120973602585,2.3649157876072007,2.024302373119043,4.88050110758408,6006.67,1.0,578.0,7.0
3.8174392197532505,1.9082952188832354,2.024302373119043,4.88050110758408,6128.03,0.3,194.0,-228.0
3.8174392197532505,2.3649157876072007,2.0814075306398188,4.88050110758408,5841.52,1.0,575.0,-8.0
3.8174392197532505,2.3649157876072007,2.024302373119043,4.103931680407634,5812.18,0.8,491.0,-66.0
3.8174392197532505,1.9082952188832354,2.0814075306398188,4.103931680407634,5968.18,0.5,309.0,-148.0
3.994120973602585,2.3649157876072007,2.0814075306398188,4.103931680407634,6090.6,0.7,511.0,-73.0
3.994120973602585,1.9082952188832354,2.024302373119043,4.103931680407634,6159.98,0.3,187.0,-228.0
3.994120973602585,1.9082952188832354,2.0814075306398188,4.88050110758408,6353.81,0.2,186.0,-238.0
3.994120973602585,1.9082952188832354,2.0814075306398188,4.103931680407634,6267.15,0.2,187.0,-250.0
3.572949873886064,1.8438391207721259,1.6994374770008531,5.366569013102834,5614.08,0.6,296.0,-80.0
3.7496316277353983,1.8438391207721259,1.6994374770008531,5.366569013102834,5858.61,0.7,320.0,-63.0
3.572949873886064,2.0819874411615937,1.6994374770008531,5.366569013102834,5498.65,1.5,602.0,86.0
3.572949873886064,1.8438391207721259,1.7565426345216288,5.366569013102834,5697.14,0.5,293.0,-99.0
3.572949873886064,1.8438391207721259,1.6994374770008531,4.589999585926387,5467.15,0.6,297.0,-80.0
3.572949873886064,2.0819874411615937,1.7565426345216288,4.589999585926387,5470.88,1.4,604.0,66.0
3.7496316277353983,1.8438391207721259,1.7565426345216288,4.589999585926387,5767.43,0.6,315.0,-80.0
3.7496316277353983,2.0819874411615937,1.6994374770008531,4.589999585926387,5640.22,1.4,593.0,72.0
3.7496316277353983,2.0819874411615937,1.7565426345216288,5.366569013102834,5712.44,1.3,555.0,59.0
3.7496316277353983,2.0819874411615937,1.7565426345216288,4.589999585926387,5650.28,1.4,584.0,64.0
3.0839711821516906,2.1912235653288423,2.349167269237233,4.394433202065326,3984.01,1.0,267.0,4.0
3.2606529360010246,2.1912235653288423,2.349167269237233,4.394433202065326,4060.61,0.8,210.0,-17.0
3.0839711821516906,2.42937188571831,2.349167269237233,4.394433202065326,3614.31,0.7,160.0,-23.0
3.0839711821516906,2.1912235653288423,2.406272426758008,4.394433202065326,4007.22,1.1,286.0,13.0
3.0839711821516906,2.1912235653288423,2.349167269237233,5.562135396963894,4113.41,1.1,258.0,9.0
3.0839711821516906,2.42937188571831,2.406272426758008,5.562135396963894,5396.02,0.9,589.0,-41.0
3.2606529360010246,2.1912235653288423,2.406272426758008,5.562135396963894,4406.56,1.0,277.0,3.0
3.2606529360010246,2.42937188571831,2.349167269237233,5.562135396963894,4180.67,0.9,231.0,-13.0
3.2606529360010246,2.42937188571831,2.406272426758008,4.394433202065326,3887.86,0.8,193.0,-18.0
3.2606529360010246,2.42937188571831,2.406272426758008,5.562135396963894,4159.35,1.0,244.0,1.0
3.114532350385089,1.8655506485569207,1.2527482448383425,5.670361454052054,4996.6,1.6,513.0,78.0
3.780192795968796,1.8655506485569207,1.2527482448383425,5.670361454052054,5743.65,1.4,426.0,48.0
3.114532350385089,1.8865836910984406,1.2527482448383425,5.670361454052054,4933.54,1.5,486.0,69.0
3.114532350385089,1.8655506485569207,2.1220156426545924,5.670361454052054,4547.55,1.1,291.0,14.0
3.114532350385089,1.8655506485569207,1.2527482448383425,4.650758074116231,4842.68,1.5,502.0,71.0
3.114532350385089,1.8865836910984406,2.1220156426545924,4.650758074116231,4156.06,0.9,207.0,-6.0
3.780192795968796,1.8655506485569207,2.1220156426545924,4.650758074116231,6265.37,0.2,192.0,-266.0
3.780192795968796,1.8865836910984406,1.2527482448383425,4.650758074116231,5522.79,1.4,435.0,48.0
3.780192795968796,1.8865836910984406,2.1220156426545924,5.670361454052054,6442.9,0.2,186.0,-269.0
3.780192795968796,1.8865836910984406,2.1220156426545924,4.650758074116231,6350.65,0.2,199.0,-284.0
3.6035110421194623,2.212935093113637,1.9024780370747219,4.698225643014547,5572.68,1.0,541.0,-2.0
3.291214104234423,2.212935093113637,1.9024780370747219,4.698225643014547,5293.74,1.0,563.0,-2.0
3.6035110421194623,2.2339681356551573,1.9024780370747219,4.698225643014547,5601.49,1.0,560.0,2.0
3.6035110421194623,2.212935093113637,1.4722858504182128,4.698225643014547,5329.81,1.3,543.0,47.0
3.6035110421194623,2.212935093113637,1.9024780370747219,5.622893885153739,5721.7,1.4,669.0,78.0
3.6035110421194623,2.2339681356551573,1.4722858504182128,5.622893885153739,5547.69,1.7,674.0,113.0
3.291214104234423,2.212935093113637,1.4722858504182128,5.622893885153739,5193.4,1.5,632.0,92.0
3.291214104234423,2.2339681356551573,1.9024780370747219,5.622893885153739,5513.56,1.4,714.0,77.0
3.291214104234423,2.2339681356551573,1.4722858504182128,4.698225643014547,5016.23,1.1,508.0,15.0
3.291214104234423,2.2339681356551573,1.4722858504182128,5.622893885153739,5224.19,1.6,652.0,96.0
3.848000387986649,2.0392428708352788,1.5776131409565322,5.184293548533301,5770.0,1.5,550.0,72.0
3.0467247583672363,2.0392428708352788,1.5776131409565322,5.184293548533301,4997.44,1.6,639.0,97.0
3.848000387986649,2.407660357933515,1.5776131409565322,5.184293548533301,5665.29,1.3,594.0,54.0
3.848000387986649,2.0392428708352788,2.446880538772782,5.184293548533301,7034.78,0.2,246.0,-388.0
3.848000387986649,2.0392428708352788,1.5776131409565322,5.136825979634985,5723.59,1.4,525.0,63.0
3.848000387986649,2.407660357933515,2.446880538772782,5.136825979634985,5126.97,0.7,280.0,-55.0
3.0467247583672363,2.0392428708352788,2.446880538772782,5.136825979634985,3997.49,0.9,201.0,-5.0
3.0467247583672363,2.407660357933515,1.5776131409565322,5.136825979634985,5053.62,0.9,510.0,-34.0
3.0467247583672363,2.407660357933515,2.446880538772782,5.184293548533301,5212.32,0.8,521.0,-58.0
3.0467247583672363,2.407660357933515,2.446880538772782,5.136825979634985,4005.67,0.9,241.0,-15.0
3.3590216962522756,2.3866273153919955,2.2273429331929115,4.212157737495794,3986.16,0.8,191.0,-22.0
3.5357034501016096,2.3866273153919955,2.2273429331929115,4.212157737495794,4566.51,0.5,213.0,-75.0
3.3590216962522756,2.060275913376799,2.2273429331929115,4.212157737495794,4173.51,0.9,208.0,-7.0
3.3590216962522756,2.3866273153919955,1.7971507465364025,4.212157737495794,4961.99,0.7,394.0,-66.0
3.3590216962522756,2.3866273153919955,2.2273429331929115,4.1646901685974775,3979.21,0.8,191.0,-22.0
3.3590216962522756,2.060275913376799,1.7971507465364025,4.1646901685974775,5260.96,1.0,544.0,10.0
3.5357034501016096,2.3866273153919955,1.7971507465364025,4.1646901685974775,5487.78,0.7,465.0,-79.0
3.5357034501016096,2.060275913376799,2.2273429331929115,4.1646901685974775,6089.79,0.3,292.0,-283.0
3.5357034501016096,2.060275913376799,1.7971507465364025,4.212157737495794,5493.96,1.2,587.0,34.0
3.5357034501016096,2.060275913376799,1.7971507465364025,4.1646901685974775,5394.94,1.1,534.0,18.0
3.4812663691858687,2.126088981974458,2.064910485133817,4.4551916902551705,5649.83,0.5,383.0,-145.0
3.657948123035203,2.126088981974458,2.064910485133817,4.4551916902551705,5797.11,0.3,267.0,-221.0
3.4812663691858687,1.7997375799592614,2.064910485133817,4.4551916902551705,6029.79,0.2,183.0,-288.0
3.4812663691858687,2.126088981974458,2.284448090713687,4.4551916902551705,4661.81,0.8,270.0,-32.0
3.4812663691858687,2.126088981974458,2.064910485133817,5.379859932394362,5766.71,0.7,477.0,-71.0
3.4812663691858687,1.7997375799592614,2.284448090713687,5.379859932394362,5011.95,1.2,290.0,19.0
3.657948123035203,2.126088981974458,2.284448090713687,5.379859932394362,6370.86,0.3,284.0,-285.0
3.657948123035203,1.7997375799592614,2.064910485133817,5.379859932394362,6229.98,0.2,184.0,-249.0
3.657948123035203,1.7997375799592614,2.284448090713687,4.4551916902551705,6953.89,0.2,238.0,-391.0
3.657948123035203,1.7997375799592614,2.284448090713687,5.379859932394362,7193.11,0.2,244.0,-396.0
3.9702450609202424,2.4734734265311746,1.4151806928974373,5.427327501292678,5802.08,1.4,618.0,72.0
3.1689694313008294,2.4734734265311746,1.4151806928974373,5.427327501292678,5101.13,1.0,543.0,-3.0
3.9702450609202424,2.147122024515978,1.4151806928974373,5.427327501292678,5900.48,1.5,572.0,80.0
3.9702450609202424,2.4734734265311746,1.6347182984773077,5.427327501292678,5829.87,1.3,608.0,61.0
3.9702450609202424,2.4734734265311746,1.4151806928974373,4.407724121356854,5759.36,0.9,506.0,-17.0
3.9702450609202424,2.147122024515978,1.6347182984773077,4.407724121356854,5718.87,1.4,559.0,63.0
3.1689694313008294,2.4734734265311746,1.6347182984773077,4.407724121356854,4646.85,0.7,356.0,-66.0
3.1689694313008294,2.147122024515978,1.4151806928974373,4.407724121356854,4768.96,1.0,455.0,5.0
3.1689694313008294,2.147122024515978,1.6347182984773077,5.427327501292678,5111.13,1.5,643.0,91.0
3.1689694313008294,2.147122024515978,1.6347182984773077,4.407724121356854,4889.81,1.0,477.0,-4.0
3.725755715053056,1.9523967596960998,2.389775381252006,4.941259595773924,6972.42,0.2,239.0,-397.0
3.4134587771680165,1.9523967596960998,2.389775381252006,4.941259595773924,4744.0,1.2,320.0,21.0
3.725755715053056,2.3208142467943365,2.389775381252006,4.941259595773924,4999.33,0.7,271.0,-49.0
3.725755715053056,1.9523967596960998,1.9595831945954973,4.941259595773924,5859.1,0.5,286.0,-140.0
3.725755715053056,1.9523967596960998,2.389775381252006,4.893792026875609,6961.19,0.2,239.0,-397.0
3.725755715053056,2.3208142467943365,1.9595831945954973,4.893792026875609,5897.89,1.1,639.0,19.0
3.4134587771680165,1.9523967596960998,1.9595831945954973,4.893792026875609,5622.45,0.4,257.0,-196.0
3.4134587771680165,2.3208142467943365,2.389775381252006,4.893792026875609,4241.6,1.0,241.0,2.0
3.4134587771680165,2.3208142467943365,1.9595831945954973,4.941259595773924,5567.2,1.0,610.0,-7.0
3.4134587771680165,2.3208142467943365,1.9595831945954973,4.893792026875609,5585.57,0.9,585.0,-28.0
3.236777023318682,2.2997812042528163,1.740045589015627,5.913395406811432,5409.55,1.3,691.0,73.0
3.9024374689023897,2.2997812042528163,1.740045589015627,5.913395406811432,6006.5,1.5,652.0,84.0
3.236777023318682,1.9734298022376198,1.740045589015627,5.913395406811432,5398.91,1.4,596.0,67.0
3.236777023318682,2.2997812042528163,1.309853402359118,5.913395406811432,5111.39,1.6,638.0,98.0
3.236777023318682,2.2997812042528163,1.740045589015627,5.865927837913116,5297.41,1.4,659.0,74.0
3.236777023318682,1.9734298022376198,1.309853402359118,5.865927837913116,5179.07,1.6,568.0,91.0
3.9024374689023897,2.2997812042528163,1.309853402359118,5.865927837913116,5852.37,1.7,647.0,109.0
3.9024374689023897,1.9734298022376198,1.740045589015627,5.865927837913116,6105.35,0.6,326.0,-84.0
3.9024374689023897,1.9734298022376198,1.309853402359118,5.913395406811432,5819.08,1.4,446.0,55.0
3.9024374689023897,1.9734298022376198,1.309853402359118,5.865927837913116,5851.67,1.4,464.0,58.0
3.1756546868518853,1.9958198152656894,2.470991605281554,5.30581052491299,4535.07,1.3,355.0,35.0
3.3523364407012197,1.9958198152656894,2.470991605281554,5.30581052491299,4486.03,1.0,233.0,0.0
3.1756546868518853,2.1036989689463885,2.470991605281554,5.30581052491299,4323.76,1.2,306.0,25.0
3.1756546868518853,1.9958198152656894,2.2032318666841397,5.30581052491299,4350.36,1.1,270.0,12.0
3.1756546868518853,1.9958198152656894,2.470991605281554,5.50137690877405,4565.41,1.4,364.0,42.0
3.1756546868518853,2.1036989689463885,2.2032318666841397,5.50137690877405,4251.75,1.0,240.0,-1.0
3.3523364407012197,1.9958198152656894,2.2032318666841397,5.50137690877405,4534.94,1.0,232.0,-2.0
3.3523364407012197,2.1036989689463885,2.470991605281554,5.50137690877405,4565.3,1.2,300.0,20.0
3.3523364407012197,2.1036989689463885,2.2032318666841397,5.30581052491299,4305.04,0.9,204.0,-5.0
3.3523364407012197,2.1036989689463885,2.2032318666841397,5.50137690877405,4345.08,1.0,206.0,-4.0
3.664633378586259,2.343204259822406,1.8212618130451745,4.333674713875482,5502.52,0.9,510.0,-32.0
3.841315132435593,2.343204259822406,1.8212618130451745,4.333674713875482,5723.35,0.9,531.0,-20.0
3.664633378586259,2.4510834135031048,1.8212618130451745,4.333674713875482,5345.11,0.8,445.0,-54.0
3.664633378586259,2.343204259822406,1.5535020744477603,4.333674713875482,5308.77,0.9,472.0,-18.0
3.664633378586259,2.343204259822406,1.8212618130451745,4.529241097736543,5415.83,0.9,501.0,-15.0
3.664633378586259,2.4510834135031048,1.5535020744477603,4.529241097736543,5314.92,0.9,468.0,-27.0
3.841315132435593,2.343204259822406,1.5535020744477603,4.529241097736543,5435.58,1.1,486.0,15.0
3.841315132435593,2.4510834135031048,1.8212618130451745,4.529241097736543,5560.14,0.9,483.0,-25.0
3.841315132435593,2.4510834135031048,1.5535020744477603,4.333674713875482,5567.48,0.9,484.0,-32.0
3.841315132435593,2.4510834135031048,1.5535020744477603,4.529241097736543,5476.57,0.9,477.0,-13.0
3.9091227244534457,1.822127592987331,2.1461267091633642,5.791878430431743,6823.43,0.2,178.0,-293.0
3.5968257865684063,1.822127592987331,2.1461267091633642,5.791878430431743,6495.87,0.2,189.0,-304.0
3.9091227244534457,2.277391191224747,2.1461267091633642,5.791878430431743,6235.37,0.4,280.0,-211.0
3.9091227244534457,1.822127592987331,1.87836697056595,5.791878430431743,6402.96,0.6,332.0,-96.0
3.9091227244534457,1.822127592987331,2.1461267091633642,5.015309003255297,6633.14,0.2,169.0,-298.0
3.9091227244534457,2.277391191224747,1.87836697056595,5.015309003255297,5895.07,1.2,614.0,48.0
3.5968257865684063,1.822127592987331,1.87836697056595,5.015309003255297,5866.34,0.5,308.0,-119.0
3.5968257865684063,2.277391191224747,2.1461267091633642,5.015309003255297,5862.63,0.7,512.0,-78.0
3.5968257865684063,2.277391191224747,1.87836697056595,5.791878430431743,5736.58,1.5,711.0,96.0
