capcost,Q_engineering,high_grade_wasteheat,major_radius,aspect_ratio,effective_ion_charge,toroidal_field_on_plasma
4856.01,1.3,432.0,3.783482700586319,1.83410967776829,2.021721132153698,5.040631122887135
4923.61,1.1,433.0,3.783482700586319,1.83410967776829,1.2146050706037754,4.255503668129677
5446.89,1.4,628.0,3.963889256159746,1.83410967776829,1.2146050706037754,5.040631122887135
5130.43,1.5,608.0,3.783482700586319,1.83410967776829,1.5014661630702772,5.040631122887135
5408.47,1.3,705.0,3.783482700586319,1.83410967776829,2.332831764175227,5.040631122887135
5268.88,1.4,661.0,3.783482700586319,1.83410967776829,1.2146050706037754,4.952537670158563
5553.98,1.5,743.0,3.937719873989408,1.83410967776829,1.2146050706037754,5.040631122887135
4767.8,1.1,376.0,3.783482700586319,1.917735348032376,1.2146050706037754,5.040631122887135
5505.68,1.6,825.0,3.783482700586319,1.83410967776829,1.2843308028783451,5.040631122887135
5221.74,1.5,648.0,3.783482700586319,1.8435978760581748,1.2146050706037754,5.040631122887135
4786.78,1.2,392.0,3.783482700586319,1.83410967776829,2.197792320223819,5.040631122887135
4940.36,1.0,436.0,3.783482700586319,1.83410967776829,1.2146050706037754,4.140656347172808
5125.97,1.4,595.0,3.783482700586319,1.83410967776829,1.7251929383941682,5.040631122887135
5130.11,1.5,607.0,3.783482700586319,1.83410967776829,1.52710253151732,5.040631122887135
4465.37,1.2,465.0,3.426620975087644,1.866449892855248,2.486026306402579,4.297422958887182
4905.84,1.1,413.0,3.8707442346958487,1.916614945962115,1.9639451607656504,5.021078624326265
4789.13,1.2,394.0,3.783482700586319,1.83410967776829,2.0788983097294924,5.040631122887135
5064.85,1.5,581.0,3.827957421541214,2.0475692914832884,1.5418586526163744,5.9218534380197525
4679.54,1.2,421.0,3.6136643923819065,1.833276261898292,1.3235994072432902,4.707560408860445
5248.86,1.3,549.0,3.938693225383759,1.833276261898292,1.3235994072432902,4.707560408860445
5086.82,1.1,450.0,3.938693225383759,1.9349848164794965,1.3235994072432902,4.707560408860445
5200.47,1.1,478.0,3.938693225383759,1.833276261898292,2.205874363052085,4.707560408860445
4803.76,1.2,402.0,3.806671246886253,2.001254286098117,2.1765197481353504,5.978205785155296
4495.01,1.0,312.0,3.693993676453829,1.8885767174751027,2.163842177040048,4.865528214722872
4534.18,1.0,321.0,3.693993676453829,1.8696998398657712,2.163842177040048,4.865528214722872
4856.81,1.3,499.0,3.693993676453829,1.8696998398657712,1.6083106046269495,4.865528214722872
4644.28,1.1,363.0,3.693993676453829,1.8696998398657712,1.6083106046269495,4.741721093654633
4336.48,1.0,324.0,3.64236106351018,2.218067224025772,1.9566779950948616,5.813741607707925
4480.72,1.0,310.0,3.794572053942829,2.218067224025772,1.9566779950948616,5.813741607707925
4949.87,1.1,369.0,3.9450607262551785,1.9685558964480117,2.252298940452099,5.9266225174069405
5039.23,1.3,550.0,3.7844791347160935,1.9685558964480117,2.252298940452099,5.9266225174069405
5062.11,1.5,594.0,3.7844791347160935,1.9685558964480117,1.9932089127457329,5.9266225174069405
5043.58,1.5,595.0,3.7844791347160935,1.9685558964480117,1.9932089127457329,5.756329745054245
4328.96,1.0,304.0,3.5668595395982265,1.862311030208156,1.5755893184313512,4.538710150867701
4595.0,1.1,355.0,3.6862093210220337,1.9685558964480117,1.9932089127457329,5.756329745054245
5374.9,1.6,813.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.756329745054245
4814.35,1.2,416.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.386282458901405
4116.19,1.0,309.0,3.591448523104191,2.3755252926220223,1.4272960735310642,5.791762231616303
4870.76,1.4,508.0,3.7844791347160935,2.09090083212286,1.4793578415185815,5.756329745054245
5042.98,1.5,594.0,3.7844791347160935,1.9685558964480117,2.000512493739921,5.756329745054245
4381.3,1.1,352.0,3.522143770940602,1.9874560327571773,2.4606180693692603,5.6915435887058266
4622.9,1.1,354.0,3.7844791347160935,2.0857837649785584,1.4793578415185815,5.756329745054245
5154.83,1.5,640.0,3.7844791347160935,1.9685558964480117,1.2199187178192332,5.756329745054245
3778.16,1.1,325.0,3.093499466776848,2.181292528559465,1.243741228047648,5.675657883286476
4589.14,1.4,569.0,3.405390113592148,1.9888411455831725,1.5601186140597902,5.377240724861622
4674.49,1.2,407.0,3.7844791347160935,2.237523296573354,1.4793578415185815,5.756329745054245
5037.46,1.4,583.0,3.7844791347160935,1.9685558964480117,2.057937648138159,5.756329745054245
4651.73,1.0,345.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,4.733660735189915
4970.12,1.4,539.0,3.741388974362053,1.8462011359290813,1.8786253240240425,5.111153729259968
5452.92,1.5,732.0,3.907697406597436,1.9685558964480117,1.4793578415185815,5.756329745054245
4435.65,1.1,342.0,3.7844791347160935,2.331956296008724,1.4793578415185815,5.756329745054245
5257.26,1.3,662.0,3.7844791347160935,1.9685558964480117,2.3663649528136554,5.756329745054245
4895.37,1.3,477.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.13650157302618
4570.33,1.0,310.0,3.7844791347160935,2.0381175862221115,1.4793578415185815,5.756329745054245
5376.77,1.7,820.0,3.7844791347160935,1.9685558964480117,1.3212379406493089,5.756329745054245
4673.13,1.1,367.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,4.95087456703186
5068.35,1.6,712.0,3.624557867646217,1.9685558964480117,1.4793578415185815,5.756329745054245
4919.61,1.4,502.0,3.7844791347160935,1.9685558964480117,1.976486117789956,5.756329745054245
5025.02,1.4,556.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.688542368588969
3825.68,1.1,321.0,3.299305647611618,2.373364491457113,1.34738569604979,5.779375061392784
4646.1,1.1,333.0,3.7844791347160935,1.9685558964480117,2.200153607217515,5.756329745054245
4670.96,1.1,385.0,3.6872796276584263,1.8934189273807007,1.3740811642745985,4.659130237996578
4835.39,1.2,431.0,3.781972518227121,2.0196305127182197,1.368303272555891,5.989846100099385
4716.4,1.2,408.0,3.685902383062057,1.9685558964480117,1.4793578415185815,5.756329745054245
4950.72,1.4,549.0,3.7844791347160935,2.0735152861228494,1.4793578415185815,5.756329745054245
5224.95,1.5,685.0,3.7844791347160935,1.9685558964480117,1.6371346031349725,5.756329745054245
5163.28,1.5,632.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.8448503986001015
4769.32,1.2,410.0,3.7844791347160935,2.011499567436876,1.4793578415185815,5.756329745054245
4981.39,1.4,537.0,3.7844791347160935,1.9685558964480117,1.7168965778372245,5.756329745054245
5157.01,1.5,632.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.510663365479559
5317.92,1.7,792.0,3.7844791347160935,1.9685558964480117,1.6882514281434025,5.756329745054245
4942.73,1.4,554.0,3.69328548386693,1.9685558964480117,1.4793578415185815,5.756329745054245
5376.77,1.7,820.0,3.7844791347160935,1.9685558964480117,1.3164374395757434,5.756329745054245
5170.92,1.7,812.0,3.604373157024384,1.9685558964480117,1.4793578415185815,5.756329745054245
4601.46,1.1,369.0,3.7844791347160935,2.278572845174428,1.4793578415185815,5.756329745054245
4607.91,1.0,314.0,3.7844791347160935,1.9685558964480117,1.89853738025276,5.756329745054245
5373.65,1.6,813.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.744256094098091
4973.33,1.4,525.0,3.7844791347160935,1.9685558964480117,1.870288006134324,5.744256094098091
5173.27,1.5,632.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.6592888459563255
5067.67,1.6,713.0,3.626596666872501,1.9685558964480117,1.4793578415185815,5.744256094098091
4977.79,1.4,533.0,3.7844791347160935,1.9685558964480117,1.7762920836005789,5.744256094098091
4917.34,1.3,476.0,3.7844791347160935,1.9685558964480117,1.4793578415185815,5.325872000306845
5541.35,1.6,855.0,3.838602909294423,1.9685558964480117,1.4793578415185815,5.744256094098091
4785.65,1.2,424.0,3.838602909294423,2.1324530545381943,1.4793578415185815,5.744256094098091
5036.81,1.4,536.0,3.838602909294423,1.9685558964480117,1.9165854551558053,5.744256094098091
4336.48,1.1,367.0,3.500705283135176,2.033223103454872,1.7136578843318822,5.199901510466589
5688.75,1.6,822.0,3.9979513475918793,1.9685558964480117,1.4793578415185815,5.744256094098091
5115.38,1.4,565.0,3.838602909294423,1.9915445642364789,1.4793578415185815,5.744256094098091
4950.08,1.1,427.0,3.838602909294423,1.9685558964480117,2.4110041936703417,5.744256094098091
4962.75,1.0,426.0,3.838581672844157,1.8768150363920977,1.2548545409104874,4.286443330347538
5225.93,1.6,738.0,3.722490333685528,1.9685558964480117,1.4793578415185815,5.744256094098091
5034.39,1.4,532.0,3.838602909294423,1.9685558964480117,1.950416946604737,5.744256094098091
4781.0,1.2,380.0,3.838602909294423,1.9685558964480117,1.4793578415185815,5.236890502856113
4335.16,1.2,406.0,3.501177806407213,1.9522769950580887,2.4224401163370435,4.470386540808249
5242.08,1.1,482.0,3.999145470370422,1.941204540634542,1.7312676638557167,5.115017384290695
5096.31,1.4,568.0,3.838602909294423,1.9685558964480117,1.6371951392164874,5.744256094098091
4772.93,1.2,380.0,3.838602909294423,1.9685558964480117,1.4793578415185815,5.167709529399872
4325.12,1.1,334.0,3.492976976558566,1.837073085409012,1.9923121088346285,4.59134999653179
4715.14,1.2,409.0,3.6861064581607934,1.9685558964480117,1.4793578415185815,5.744256094098091
4789.85,1.2,415.0,3.838602909294423,2.100614126425353,1.4793578415185815,5.744256094098091
4754.1,1.1,349.0,3.838602909294423,1.9685558964480117,2.2368767027296936,5.744256094098091
4608.44,1.2,442.0,3.616162806749344,1.829319189024908,2.345318863356772,4.371572757518152
4753.8,1.1,349.0,3.838602909294423,1.9685558964480117,2.2269919057765537,5.744256094098091
4792.17,1.2,380.0,3.838602909294423,1.9685558964480117,1.4793578415185815,5.327849270775914
5543.66,1.6,865.0,3.838602909294423,1.9685558964480117,1.220728770710274,5.744256094098091
5001.01,1.4,582.0,3.7082662731409073,1.8405978188007783,1.732540634367698,5.059404724976048
5542.54,1.6,859.0,3.838602909294423,1.9685558964480117,1.3762449395618075,5.744256094098091
4780.07,1.2,380.0,3.838602909294423,1.9685558964480117,1.4793578415185815,5.228003241500119
4597.61,1.2,392.0,3.709414765238762,2.0643937367017715,1.4488711291580758,5.373858850682154
5318.96,1.7,800.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.744256094098091
4464.24,1.0,299.0,3.769816387444735,2.1712012319401675,1.4793578415185815,5.744256094098091
5224.91,1.5,697.0,3.769816387444735,1.9685558964480117,1.203833905425568,5.744256094098091
5007.0,1.2,444.0,3.933751673093866,1.9496847084730624,1.6289991346511683,5.100621701392811
5316.92,1.6,796.0,3.7603696832848073,1.9685558964480117,1.4793578415185815,5.744256094098091
4549.67,1.0,309.0,3.769816387444735,2.0299425765978425,1.4793578415185815,5.744256094098091
4966.53,1.4,543.0,3.769816387444735,1.9685558964480117,2.150996885106807,5.744256094098091
4632.9,1.0,343.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.009975256223697
4322.28,1.1,384.0,3.3837006288813427,1.8460068839047412,1.4367984285406483,4.482251686276868
5315.03,1.6,788.0,3.769816387444735,1.9685558964480117,1.6710169777383956,5.744256094098091
4634.11,1.0,343.0,3.769816387444735,1.9685558964480117,1.4793578415185815,4.737498482689261
5225.5,1.7,832.0,3.633532298081264,1.9685558964480117,1.4793578415185815,5.744256094098091
4572.37,1.0,314.0,3.769816387444735,2.017343899308731,1.4793578415185815,5.744256094098091
4779.85,1.3,440.0,3.769816387444735,1.9685558964480117,2.4106060908654032,5.744256094098091
4630.54,1.0,343.0,3.769816387444735,1.9685558964480117,1.4793578415185815,4.711118918727152
4111.73,1.0,315.0,3.520008713042557,2.3094102822891527,1.2787052830564425,5.562305115721529
4871.78,1.3,497.0,3.769816387444735,2.1012053292508908,1.4793578415185815,5.744256094098091
4916.77,1.4,506.0,3.769816387444735,1.9685558964480117,1.941176469520919,5.744256094098091
5108.01,1.5,621.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.840824514627457
5315.41,1.6,789.0,3.769816387444735,1.9685558964480117,1.656069905898454,5.744256094098091
4821.51,1.5,635.0,3.536232392623788,2.0757763796198243,1.5386109350034225,5.948103148504742
5098.74,1.5,623.0,3.7763667285280462,1.9685558964480117,1.4793578415185815,5.744256094098091
5097.61,1.5,623.0,3.769816387444735,1.9685558964480117,1.445764518262979,5.744256094098091
5180.88,1.6,682.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.802577620372176
4215.23,1.3,460.0,3.2206488849478774,1.9518482702073905,1.2030096381131548,4.857822269474127
4613.49,1.1,353.0,3.841035511577502,2.190135929102156,1.4743028553179358,5.881628974340856
5430.59,1.6,829.0,3.8081029765307903,1.9685558964480117,1.4793578415185815,5.744256094098091
4668.33,1.2,413.0,3.769816387444735,2.210628080249164,1.4793578415185815,5.744256094098091
4914.16,1.3,502.0,3.769816387444735,1.9685558964480117,1.9752938404420444,5.744256094098091
4769.62,1.2,408.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.42722385658999
5281.38,1.7,851.0,3.6615193487359647,1.9685558964480117,1.4793578415185815,5.744256094098091
4646.15,1.2,406.0,3.769816387444735,2.226367584982749,1.4793578415185815,5.744256094098091
4979.14,1.4,543.0,3.769816387444735,1.9685558964480117,1.54585562995669,5.744256094098091
4847.52,1.3,468.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.188691332936287
4327.77,1.0,323.0,3.562561872772676,1.9888188069956096,1.7144511324367075,4.885617929561249
5513.13,1.6,771.0,3.915947037028218,1.9685558964480117,1.4793578415185815,5.744256094098091
4658.84,1.2,414.0,3.769816387444735,2.103911100517864,1.4793578415185815,5.744256094098091
5097.59,1.5,622.0,3.769816387444735,1.9685558964480117,1.454306157829619,5.744256094098091
5178.5,1.6,745.0,3.679117885651067,1.9685558964480117,1.4793578415185815,5.744256094098091
4598.06,1.1,350.0,3.769816387444735,2.142308715888178,1.4793578415185815,5.744256094098091
5319.23,1.7,801.0,3.769816387444735,1.9685558964480117,1.4632403254935638,5.744256094098091
4767.58,1.2,408.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.41140656935022
5282.72,1.6,693.0,3.8474826365709305,1.9685558964480117,1.4793578415185815,5.744256094098091
5128.86,1.5,639.0,3.769816387444735,1.9474511611427263,1.4793578415185815,5.744256094098091
4968.4,1.4,546.0,3.769816387444735,1.9685558964480117,2.1402357549700266,5.744256094098091
4866.73,1.3,467.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.3551137262475095
4910.12,1.3,474.0,3.769816387444735,1.9359353657108445,1.4793578415185815,5.744256094098091
5224.63,1.5,696.0,3.769816387444735,1.9685558964480117,1.2433684113958785,5.744256094098091
4529.61,1.1,337.0,3.801895884273108,2.146055252564869,2.406965978082828,5.707352684461512
4793.59,1.3,439.0,3.769816387444735,2.009752682978206,1.4793578415185815,5.744256094098091
4967.04,1.4,544.0,3.769816387444735,1.9685558964480117,2.1481035137625195,5.744256094098091
4517.77,1.1,348.0,3.913909355243959,2.439877112115063,1.2122580259869622,5.967184662818909
5290.28,1.6,777.0,3.729085896164179,1.9685558964480117,1.4793578415185815,5.744256094098091
4377.6,1.0,296.0,3.769816387444735,2.294501875658381,1.4793578415185815,5.744256094098091
4763.08,1.2,414.0,3.769816387444735,1.9685558964480117,2.025147323313787,5.744256094098091
5122.92,1.5,621.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.974422486237017
5059.84,1.1,418.0,3.984485312261313,2.013598920314671,1.320418950400707,4.995108276605606
4984.94,1.1,431.0,3.8844486108864658,1.928468088837136,1.3184663859947638,4.936453554262698
5071.48,1.3,444.0,3.953490987420082,1.9685558964480117,1.4793578415185815,5.744256094098091
4974.81,1.4,558.0,3.769816387444735,1.9685558964480117,2.098826874258088,5.744256094098091
4767.31,1.2,408.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.409835213729821
5749.4,1.7,923.0,3.919760600585505,1.8530393006110708,1.28303627914931,5.400792870190344
4666.17,1.2,413.0,3.769816387444735,2.209503496236585,1.4793578415185815,5.744256094098091
5316.33,1.6,792.0,3.769816387444735,1.9685558964480117,1.6163792342830203,5.744256094098091
5113.32,1.5,622.0,3.769816387444735,1.9685558964480117,1.4793578415185815,5.610541788933915
4701.3,1.2,420.0,3.769816387444735,2.201050931475918,1.4793578415185815,5.744256094098091
5098.12,1.5,624.0,3.769816387444735,1.9685558964480117,1.399095236036042,5.744256094098091
4625.04,1.0,343.0,3.769816387444735,1.9685558964480117,1.4793578415185815,4.948963101953268
3879.28,1.1,346.0,3.2049382627010345,2.1367679347645323,2.0970227572370983,5.824307143688202
4253.91,1.1,394.0,3.4170455634593964,2.1367679347645323,2.0970227572370983,5.824307143688202
4344.02,1.3,454.0,3.4170455634593964,2.1367679347645323,1.8357444829206413,5.824307143688202
