nbins_output,3,4,5,6,7,8,9,10
3,92.99,93.46,92.86,92.97,93.31,92.99,93.02,93.06
4,93.11,92.9,93.27,93.15,93.08,92.97,93.02,93.27
5,93.2,93.0,92.92,93.11,93.14,93.28,93.16,93.0
6,93.08,92.99,92.81,93.16,93.27,93.04,93.17,92.94
7,93.07,93.13,92.92,92.98,93.0,93.08,93.09,93.06
8,93.17,92.99,92.89,93.14,92.93,92.96,92.92,93.13
9,92.94,93.11,93.02,93.18,93.04,93.33,92.98,92.93
10,93.12,93.11,93.46,92.99,93.25,92.98,92.93,92.94
