major_radius,aspect_ratio,effective_ion_charge,toroidal_field_on_plasma,CAPITAL COST 2021 PRICES [million USD]
3.663901129525918,2.1678137538632187,1.9569913571848558,4.846880486775081,4409.89
3.663901129525918,2.3921118896171274,2.4531116991495,4.846880486775081,3376.5
3.837439551853291,2.3921118896171274,1.9569913571848558,4.846880486775081,3220.44
3.1683355042515164,2.016911786304596,1.2690362860332312,5.322293684567978,4407.96
3.1683355042515164,2.111513330802381,1.2690362860332312,5.322293684567978,3797.31
3.0843090210699735,2.2616480890800266,1.9841015133262803,4.124559307265603,2755.24
3.0843090210699735,1.948659086197427,1.9841015133262803,4.124559307265603,3581.89
3.0843090210699735,2.2616480890800266,1.5115913246081794,4.124559307265603,2818.06
3.0843090210699735,2.2616480890800266,1.9841015133262803,5.410586491684568,3259.1
3.672649063412368,2.2325599392014484,1.7875437223859194,5.175591778969246,4710.35
3.845873648059366,2.0794814063874605,1.679678773388898,5.8235724195685385,5684.74
3.845873648059366,2.0794814063874605,2.4940889561034334,4.636599967768878,4074.33
3.6686543947206665,2.1445530650392595,2.4940889561034334,4.636599967768878,3481.59
3.6686543947206665,2.1445530650392595,1.679678773388898,5.8235724195685385,3592.33
3.6686543947206665,2.1445530650392595,1.679678773388898,4.636599967768878,3937.01
3.765626332472877,2.3579345620651013,1.7616278268019672,4.077347505964749,2946.48
3.5242385819130995,1.906228683858057,1.7616278268019672,4.077347505964749,4493.44
3.5242385819130995,2.3579345620651013,2.337052019082282,4.077347505964749,3071.1
3.5242385819130995,1.906228683858057,2.337052019082282,4.303798422048672,3932.21
3.765626332472877,2.3579345620651013,2.337052019082282,4.303798422048672,3283.66
3.2413171481942826,1.8708854893214588,1.8875575642159306,5.215207845766903,3222.05
3.2413171481942826,1.8708854893214588,1.3356258921825048,5.215207845766903,3915.88
3.2413171481942826,1.8708854893214588,1.8875575642159306,5.865270059785511,3352.22
3.2091718253954795,1.8708854893214588,1.3356258921825048,5.865270059785511,5302.87
3.2091718253954795,2.185385792822467,1.8875575642159306,5.865270059785511,4208.67
3.2091718253954795,2.185385792822467,1.3356258921825048,5.865270059785511,4269.99
3.9211182138166323,2.160336129235967,1.8105937489195434,5.924692016061038,4490.61
3.1596161765763675,2.275332876372956,1.8105937489195434,5.924692016061038,4388.51
3.1596161765763675,2.275332876372956,2.117178496255005,5.182755372161262,3388.75
3.625517801930535,1.816292369873521,1.5954432830047822,4.743468343452183,5551.83
3.1146828936687587,1.816292369873521,1.9388439255345769,4.743468343452183,3455.52
3.1146828936687587,1.816292369873521,1.5954432830047822,4.8791109776458,3851.64
3.1146828936687587,1.816292369873521,1.5954432830047822,4.743468343452183,3833.62
3.794703999783996,2.0552846323778566,1.1989465015077492,5.076145252037746,5433.67
3.794703999783996,2.476810858338182,1.1989465015077492,4.4705952698199125,3347.14
3.463728386308201,2.476810858338182,2.4203161997497507,4.4705952698199125,3047.6
3.463728386308201,2.0552846323778566,1.1989465015077492,4.4705952698199125,3624.03
3.463728386308201,2.0552846323778566,2.4203161997497507,5.076145252037746,4036.54
3.463728386308201,2.0552846323778566,2.4203161997497507,4.4705952698199125,3499.11
3.5108943016720886,1.9242456267608554,2.382982912991509,4.2686288762909355,3644.52
3.5108943016720886,2.470223248655294,1.2517061665282003,4.2686288762909355,3153.75
3.30921465377491,2.394178776639655,2.0198687611577744,4.4377400287931135,2819.95
3.7459142483909376,2.394178776639655,2.0198687611577744,4.4377400287931135,3102.33
3.7459142483909376,2.2100972904851037,2.3256050405461046,4.4377400287931135,3720.75
3.943411589503338,1.8338533027987618,1.5671352259760203,5.333286552367188,5836.22
3.3205692940559928,1.8338533027987618,1.5671352259760203,5.333286552367188,4322.51
3.943411589503338,1.9681724215956127,1.5671352259760203,5.333286552367188,4242.58
3.943411589503338,1.8338533027987618,1.397823174101129,5.333286552367188,3984.75
3.3205692940559928,1.8338533027987618,1.397823174101129,5.6519378720981575,4761.77
3.3205692940559928,1.9681724215956127,1.397823174101129,5.333286552367188,3706.7
3.652083660273405,2.2507279717899213,2.3016395872319655,4.558125043878596,3337.23
3.1663058913738107,2.2507279717899213,2.3016395872319655,4.558125043878596,2910.94
3.8974480093761255,2.3856781648929806,1.840439845316617,4.668495601363396,3806.08
3.682880498221097,2.4351523861854125,1.4909808031710774,4.601685809352352,3659.51
3.682880498221097,2.3856781648929806,1.840439845316617,4.601685809352352,3297.21
3.682880498221097,2.3856781648929806,1.4909808031710774,4.601685809352352,3108.68
3.385735205197744,1.9672705215642843,1.9661019410316154,5.096502534808629,3589.85
3.385735205197744,2.1071147512221624,2.189945669573624,5.096502534808629,3236.0
3.383598993015063,1.9672705215642843,2.189945669573624,5.096502534808629,5154.25
3.383598993015063,2.1071147512221624,2.189945669573624,5.59607482461381,4716.06
3.405036397413234,2.3447718075466297,2.3339747010844274,5.791069766623705,3617.7
3.405036397413234,2.3447718075466297,1.3044839448522092,5.791069766623705,3062.21
3.405036397413234,1.8458219787804164,1.3044839448522092,4.887295482820749,4394.67
3.4006939657941326,2.3447718075466297,1.3044839448522092,4.887295482820749,3617.13
3.4006939657941326,1.8458219787804164,2.3339747010844274,4.887295482820749,4485.88
3.4006939657941326,1.8458219787804164,1.3044839448522092,4.887295482820749,5219.24
3.8709826443766744,1.884650174836205,1.4776441448923148,5.019384365222247,4597.49
3.8709826443766744,2.3001130756358488,1.4776441448923148,5.019384365222247,3726.23
3.8709826443766744,1.884650174836205,2.4075021611682152,5.019384365222247,4499.74
3.8709826443766744,1.884650174836205,1.4776441448923148,5.297151749655725,4851.04
3.573925137301807,2.3001130756358488,2.4075021611682152,5.019384365222247,3155.18
3.549235543308105,2.292227423963798,2.047197259637321,5.186990253436289,3395.63
3.549235543308105,2.292227423963798,1.6079397996228082,5.186990253436289,3388.67
3.549235543308105,2.292227423963798,2.047197259637321,5.629957003779751,3458.5
3.549235543308105,2.407490115450904,1.6079397996228082,5.629957003779751,4283.3
3.9803319345389028,2.407490115450904,2.047197259637321,5.629957003779751,4129.72
3.9803319345389028,2.407490115450904,1.6079397996228082,5.629957003779751,3741.11
3.2053405749684383,2.0655047097634855,1.5969133179130472,4.166322626790859,3273.41
3.055472579315256,2.0655047097634855,1.5969133179130472,4.166322626790859,3248.08
3.2053405749684383,2.0655047097634855,1.5969133179130472,4.06854468058585,2851.73
3.2053405749684383,1.9986578870686664,2.0634493186887357,4.06854468058585,3204.2
3.055472579315256,2.0655047097634855,2.0634493186887357,4.06854468058585,2899.84
3.055472579315256,1.9986578870686664,1.5969133179130472,4.06854468058585,3290.48
3.055472579315256,1.9986578870686664,2.0634493186887357,4.166322626790859,3114.01
3.055472579315256,1.9986578870686664,2.0634493186887357,4.06854468058585,3263.18
3.8248400531951474,2.0818095168544812,2.0986808183993375,4.994030298022718,4963.88
3.8248400531951474,2.0818095168544812,1.2205776429142847,4.994030298022718,5208.81
3.6005243379836767,1.916757235155866,1.6456796415186186,5.433376719136729,4452.42
3.6005243379836767,2.3243280499789742,2.490794999751649,5.433376719136729,3870.07
3.149961514685152,1.916757235155866,2.490794999751649,5.433376719136729,3718.14
3.149961514685152,2.3243280499789742,2.490794999751649,5.956714430711159,3710.97
3.7695842779590367,2.15154087500236,2.22298615542796,4.1791549135857124,3577.9
3.3041756179211643,2.15154087500236,2.22298615542796,4.1791549135857124,3025.86
3.7695842779590367,2.15154087500236,1.5237153851359437,4.1791549135857124,3269.61
3.694374744974041,2.046804374360251,1.8178137235777945,4.516407326131566,4708.31
3.694374744974041,2.3794609392442636,1.3128304466962797,4.516407326131566,3531.23
3.191249370957571,2.046804374360251,1.8178137235777945,4.1392547989899775,3123.61
3.191249370957571,2.046804374360251,1.3128304466962797,4.516407326131566,4148.65
3.191249370957571,2.046804374360251,1.3128304466962797,4.1392547989899775,3023.46
3.06019249852783,1.8052318832875944,1.9335274948539318,5.322025057066253,3811.73
3.875648007041333,1.8052318832875944,1.9335274948539318,5.322025057066253,3757.61
3.06019249852783,1.8052318832875944,2.4004246628246064,5.322025057066253,5045.57
3.06019249852783,2.456988645266151,2.4004246628246064,5.559272856877573,3355.95
3.875648007041333,1.8052318832875944,2.4004246628246064,5.559272856877573,5583.28
3.875648007041333,2.456988645266151,1.9335274948539318,5.559272856877573,4408.32
3.875648007041333,2.456988645266151,2.4004246628246064,5.559272856877573,3922.59
3.411136763052535,2.3900418139127315,1.4933351865118007,4.963739592069003,3495.71
3.411136763052535,1.8308473541424168,1.4933351865118007,4.111937584653676,4333.17
3.411136763052535,1.8308473541424168,2.1041614511930797,4.111937584653676,4917.87
3.752125949462913,2.241630248304796,2.271329503684653,5.862853571146186,3944.71
3.752125949462913,1.8379906692873504,2.271329503684653,5.5864918455919845,4295.61
3.752125949462913,2.241630248304796,1.567237542481398,5.5864918455919845,4594.19
3.594164519982683,2.241630248304796,2.271329503684653,5.5864918455919845,3995.48
3.594164519982683,2.241630248304796,1.567237542481398,5.862853571146186,4920.14
3.594164519982683,2.241630248304796,1.567237542481398,5.5864918455919845,3621.12
3.9192985498366406,2.2465910918859033,1.5365085499111213,4.115676756636803,3587.73
3.9192985498366406,2.4792669301944676,1.5365085499111213,4.115676756636803,2905.4
3.9192985498366406,2.2465910918859033,1.5365085499111213,5.313606980394442,4326.97
3.9192985498366406,2.4792669301944676,2.447906956887291,5.313606980394442,3555.31
3.992912605267856,2.2465910918859033,2.447906956887291,5.313606980394442,4069.53
3.073567089986113,2.1124868519413904,2.0707995319569736,5.251876426853233,3716.66
3.33094336645831,2.0270960841949743,2.0707995319569736,5.251876426853233,4080.53
3.33094336645831,2.1124868519413904,2.0707995319569736,4.871005333995839,4090.42
3.33094336645831,2.0270960841949743,1.2641088478348976,4.871005333995839,4018.45
3.073567089986113,2.1124868519413904,1.2641088478348976,4.871005333995839,3522.93
3.073567089986113,2.0270960841949743,2.0707995319569736,4.871005333995839,3507.18
3.073567089986113,2.0270960841949743,1.2641088478348976,5.251876426853233,4029.36
3.073567089986113,2.0270960841949743,1.2641088478348976,4.871005333995839,3970.51
3.427125726145973,2.164298087163203,2.3523405525266563,5.421475060626335,3846.91
3.2052811912134453,2.164298087163203,2.3523405525266563,5.421475060626335,3910.45
3.427125726145973,2.164298087163203,2.3119733219136425,5.421475060626335,3786.78
3.427125726145973,1.9394950526234471,2.3119733219136425,5.147570152603004,3309.93
3.2052811912134453,2.164298087163203,2.3119733219136425,5.147570152603004,3354.36
3.2052811912134453,1.9394950526234471,2.3523405525266563,5.147570152603004,4317.14
3.816907083017711,2.2200091217215436,1.2498929337127975,4.372341342379458,3571.02
3.816907083017711,2.021755249122638,1.2498929337127975,4.550690563376279,4960.59
3.7693377078646852,2.021755249122638,1.36892344728843,4.550690563376279,4491.23
3.7693377078646852,2.2200091217215436,1.2498929337127975,4.550690563376279,3719.57
3.7693377078646852,2.2200091217215436,1.36892344728843,4.372341342379458,3490.85
3.7693377078646852,2.2200091217215436,1.36892344728843,4.550690563376279,3700.93
3.6647862170702754,2.4807728990883233,1.9894724715010859,5.541394642060481,4016.28
3.6647862170702754,2.4807728990883233,2.0059890353714747,4.397317355192662,2821.46
3.6647862170702754,2.327386824119844,1.9894724715010859,4.397317355192662,3024.21
3.6647862170702754,2.327386824119844,2.0059890353714747,4.397317355192662,3115.67
3.2796954919260566,2.4566832358014814,2.253436972578809,4.878594988020507,2857.53
3.695520392405337,1.9016213698498157,1.849708822239453,5.9136478100464425,5028.89
3.695520392405337,1.9016213698498157,1.468066630649893,5.290816521167043,4976.79
3.695520392405337,1.8349168162012166,1.849708822239453,5.290816521167043,4602.37
3.695520392405337,1.8349168162012166,1.468066630649893,5.9136478100464425,4421.57
3.695520392405337,1.8349168162012166,1.468066630649893,5.290816521167043,4300.09
3.357069449842118,2.096398419691466,2.2175804979386884,5.718429668481621,4390.02
3.357069449842118,2.365283190016767,2.2175804979386884,4.58867429511115,2826.76
3.357069449842118,2.096398419691466,2.3490862525342613,4.58867429511115,3477.18
3.9299343479419453,1.8186599247493687,1.3713272074438225,4.546147421033699,4876.24
3.9299343479419453,2.331448666471322,1.3713272074438225,4.546147421033699,3761.88
3.9299343479419453,1.8186599247493687,1.3223226745935204,4.546147421033699,4493.39
3.503165844775038,1.8186599247493687,1.3223226745935204,5.094415282895964,3653.28
3.503165844775038,2.331448666471322,1.3223226745935204,4.546147421033699,3194.81
3.730477270051273,2.271348556261189,2.093161148876822,5.350738648407817,3421.51
3.730477270051273,2.271348556261189,2.0456300589031695,5.350738648407817,3423.66
3.730477270051273,2.271348556261189,2.093161148876822,5.794496911191649,3638.04
3.730477270051273,2.224083801623401,2.0456300589031695,5.794496911191649,4026.01
3.1044020136868538,2.224083801623401,2.0456300589031695,5.350738648407817,4011.97
3.0350836033086313,2.1318164343704766,1.6531027775649134,4.426934290527298,2957.52
3.0350836033086313,1.9435753851886164,1.6531027775649134,4.426934290527298,3083.74
3.0350836033086313,2.1318164343704766,1.6663758462517646,4.426934290527298,2907.76
3.0350836033086313,2.1318164343704766,1.6531027775649134,4.374538166036247,2858.29
3.0350836033086313,1.9435753851886164,1.6663758462517646,4.374538166036247,2974.08
3.901257546479255,2.1318164343704766,1.6663758462517646,4.374538166036247,4382.29
3.901257546479255,1.9435753851886164,1.6531027775649134,4.374538166036247,5915.72
3.901257546479255,1.9435753851886164,1.6663758462517646,4.426934290527298,5847.57
3.901257546479255,1.9435753851886164,1.6663758462517646,4.374538166036247,5914.49
3.071045233140792,2.2389728339648185,2.436238537859914,5.769589416933404,3933.25
3.387319082881837,2.2389728339648185,2.436238537859914,5.769589416933404,3983.63
3.071045233140792,2.2389728339648185,1.2140047635144373,5.769589416933404,3349.33
3.071045233140792,2.355124339464157,1.2140047635144373,5.82187895378653,3244.43
3.387319082881837,2.2389728339648185,1.2140047635144373,5.82187895378653,3098.77
3.387319082881837,2.355124339464157,2.436238537859914,5.82187895378653,3955.73
3.387319082881837,2.355124339464157,1.2140047635144373,5.82187895378653,3925.65
3.720297888929129,2.075203955306789,1.333503395917889,4.996242418845266,3627.57
3.720297888929129,2.075203955306789,2.458643451469017,4.347265492382157,3667.7
3.6789817761902235,2.075203955306789,2.458643451469017,4.996242418845266,4098.4
3.887582990551579,2.3981264476156623,1.905733111605386,5.162901041658491,3797.76
3.783582581003504,2.3981264476156623,1.905733111605386,5.162901041658491,4067.96
3.887582990551579,1.9671602946296964,1.905733111605386,5.162901041658491,5731.08
3.887582990551579,2.3981264476156623,1.5577503006742661,5.162901041658491,3566.54
3.887582990551579,2.3981264476156623,1.905733111605386,4.62014664917588,3919.28
3.783582581003504,2.3981264476156623,1.5577503006742661,4.62014664917588,3452.08
3.783582581003504,1.9671602946296964,1.5577503006742661,5.162901041658491,5103.43
3.3602605798220857,2.2029787859768506,1.6965001567951794,4.143894548149263,2960.96
3.3602605798220857,1.8293252684287602,1.6965001567951794,5.062807630035607,4275.38
3.3602605798220857,2.2029787859768506,2.1555147326181956,5.062807630035607,3747.08
3.9421234793508613,2.342607230906861,2.02497761558224,4.803697456996697,3548.17
3.9421234793508613,2.342607230906861,1.5806698562364223,4.803697456996697,3281.77
3.2262671916374654,2.432458736824203,1.6754940980273902,4.974058689249134,3073.38
3.2262671916374654,2.2734021916188083,1.6754940980273902,4.242740480250348,3024.91
3.2262671916374654,2.432458736824203,2.3619748791511332,4.242740480250348,2715.26
3.5698492695222965,2.1284421877818978,2.115819491407648,5.776583350650646,4098.04
3.5698492695222965,1.9735083804693772,2.115819491407648,5.776583350650646,4990.97
3.5698492695222965,2.1284421877818978,1.3608287091088034,5.776583350650646,3556.96
3.5698492695222965,1.9735083804693772,1.3608287091088034,5.683651909793106,5399.23
3.8477539344739027,1.9735083804693772,1.3608287091088034,5.776583350650646,4756.03
3.7087713490716294,2.3741083433193215,1.38875153016586,4.120538977431907,3254.39
3.861355452026112,2.3741083433193215,1.38875153016586,5.471406863863161,4079.55
3.7087713490716294,2.3741083433193215,2.018227824380383,5.471406863863161,4362.87
3.7087713490716294,1.8654640934440607,2.018227824380383,4.120538977431907,3557.73
3.395096533198345,1.811201437389759,2.2350537714793473,5.17106683098291,3992.44
3.2659671335877216,1.811201437389759,2.2350537714793473,5.17106683098291,3965.05
3.395096533198345,2.2803126035765575,2.2350537714793473,5.17106683098291,3702.35
3.395096533198345,1.811201437389759,1.6639564597867882,5.17106683098291,4589.82
3.395096533198345,2.2803126035765575,1.6639564597867882,4.94093105437298,3576.05
3.2659671335877216,2.2803126035765575,1.6639564597867882,5.17106683098291,3450.32
3.500897341616203,2.4546614872625456,1.9104551616181513,5.149201734396264,3679.44
3.880639973072102,1.905027513609942,1.7565846144958264,4.350391010448758,5893.58
3.880639973072102,2.1255688541268305,1.7565846144958264,4.350391010448758,3756.76
3.880639973072102,1.905027513609942,1.8028110722086277,4.350391010448758,4694.19
3.5654627700565453,1.905027513609942,1.8028110722086277,4.776784585428879,3410.18
3.5654627700565453,2.1255688541268305,1.7565846144958264,4.776784585428879,3993.01
3.5654627700565453,2.1255688541268305,1.8028110722086277,4.350391010448758,3511.64
3.5654627700565453,2.1255688541268305,1.8028110722086277,4.776784585428879,4313.7
3.711512648929113,2.17957427517719,2.4788939868819937,5.610576305977388,3907.01
3.899227919028849,2.17957427517719,2.4788939868819937,5.610576305977388,4228.56
3.711512648929113,1.887244431534175,2.4788939868819937,5.610576305977388,5177.75
3.711512648929113,2.17957427517719,2.2164378990837807,5.610576305977388,3703.2
3.711512648929113,2.17957427517719,2.4788939868819937,4.44125455262607,3729.46
3.0774358796899297,2.0478872010290226,1.3073450020835395,4.713806211945989,3944.84
3.1059542394652184,2.0478872010290226,1.3073450020835395,4.713806211945989,3980.72
3.0774358796899297,2.171824080367368,1.3073450020835395,4.713806211945989,3467.69
3.0774358796899297,2.0478872010290226,1.3073450020835395,5.970922021071988,4084.79
3.1059542394652184,2.0478872010290226,1.4562090887406032,5.970922021071988,4062.65
3.1059542394652184,2.171824080367368,1.3073450020835395,5.970922021071988,4294.38
3.1059542394652184,2.171824080367368,1.4562090887406032,4.713806211945989,3407.05
3.1059542394652184,2.171824080367368,1.4562090887406032,5.970922021071988,4398.71
3.6927101345285585,2.14690146711817,2.1726373726843313,5.088234184941058,4331.28
3.3229195209198585,1.9499879797189534,1.9426112796765724,4.0999621021082495,3790.52
3.628497452879225,1.9499879797189534,2.103720274194872,4.0999621021082495,3736.59
3.628497452879225,1.9499879797189534,1.9426112796765724,4.0999621021082495,4359.87
3.4716125670839895,2.0355742716399376,2.4718693895021797,4.863707137333913,3876.29
3.4716125670839895,2.0355742716399376,1.5495526263586463,5.766719923589919,4123.26
3.6457414460947506,2.4145519690916766,1.5495526263586463,5.766719923589919,3858.71
