,capcost,fdene,boundu(10),fimp(14),pseprmax,boundl(103),cboot,feffcd,etaiso,pinjalw,sig_tf_case_max,aspect,boundu(2),outlet_temp,beta,etanbi,etahtp
265,5123.2,0.96484375,1.4989062499999999,4.1992187500000003e-05,41.97265625,1.1019531249999999,1.331328125,1.0203125,0.9367187499999999,52.9296875,745468750.0,1.83515625,3.55078125,887.921875,0.19062500000000002,0.3859375,0.86484375
266,9577.7,0.96484375,1.4989062499999999,4.1992187500000003e-05,41.97265625,1.1019531249999999,1.331328125,1.0203125,0.9367187499999999,52.9296875,745468750.0,1.83515625,3.55078125,794.171875,0.080625,0.3859375,0.86484375
267,5159.7,0.96484375,1.4989062499999999,4.1992187500000003e-05,41.97265625,1.1019531249999999,1.331328125,1.0203125,0.9367187499999999,52.9296875,745468750.0,1.83515625,3.55078125,794.171875,0.19062500000000002,0.4640625,0.86484375
268,5186.6,0.96484375,1.4989062499999999,4.1992187500000003e-05,41.97265625,1.1019531249999999,1.331328125,1.0203125,0.9367187499999999,52.9296875,745468750.0,1.83515625,3.55078125,794.171875,0.19062500000000002,0.3859375,0.89453125
269,5711.6,1.02578125,1.50359375,7.925781250000001e-05,38.65234375,1.0128906249999998,1.357109375,1.1796875,0.89921875,49.8046875,714531250.0,1.93046875,4.40234375,887.921875,0.080625,0.4640625,0.89453125
270,5106.4,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
271,5069.2,0.92578125,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
272,5106.4,0.86484375,1.60359375,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
273,5116.8,0.86484375,1.59890625,3.42578125e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
274,5109.4,0.86484375,1.59890625,8.69921875e-05,26.15234375,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
275,5106.4,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.862890625,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
276,5098.3,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.4071093749999999,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
277,5087.3,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.9796875,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
278,5106.5,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.79921875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
279,5156.0,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,54.8046875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
280,5179.0,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,654531250.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.76484375
281,5473.0,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.83046875,4.05078125,944.171875,0.110625,0.5859375,0.76484375
282,5165.0,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,3.90234375,944.171875,0.110625,0.5859375,0.76484375
283,5001.2,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,1037.921875,0.110625,0.5859375,0.76484375
284,4790.1,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.160625,0.5859375,0.76484375
285,5342.8,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.2640625,0.76484375
286,5106.1,0.86484375,1.59890625,8.69921875e-05,29.47265625,0.951953125,1.381328125,0.8203125,0.83671875,47.9296875,685468750.0,1.93515625,4.05078125,944.171875,0.110625,0.5859375,0.79453125
287,5226.3,0.92578125,1.60359375,3.42578125e-05,26.15234375,0.862890625,1.4071093749999999,0.9796875,0.79921875,54.8046875,654531250.0,1.83046875,3.90234375,1037.921875,0.160625,0.2640625,0.79453125
288,5786.1,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
289,5675.7,0.91953125,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
290,5786.1,0.87109375,1.62234375,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
291,5745.8,0.87109375,1.50515625,8.76953125e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
292,5792.4,0.87109375,1.50515625,2.79296875e-05,33.18359375,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
293,5786.1,0.87109375,1.50515625,2.79296875e-05,34.94140625,0.9660156249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
294,5734.3,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.410234375,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
295,5764.6,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9921875,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
296,5786.2,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.8429687499999999,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
297,5748.1,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,46.3671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
298,5786.1,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,703281250.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.90859375
299,5937.3,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.8492187500000001,4.33203125,934.796875,0.085625,0.3484375,0.90859375
300,6974.9,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,3.93359375,934.796875,0.085625,0.3484375,0.90859375
301,5535.2,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,1009.796875,0.085625,0.3484375,0.90859375
303,5641.8,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.42656249999999996,0.90859375
304,5788.5,0.87109375,1.50515625,2.79296875e-05,34.94140625,1.0550781249999999,1.353203125,0.9328125,0.93046875,48.8671875,756718750.0,1.92890625,4.33203125,934.796875,0.085625,0.3484375,0.81328125
305,13350.0,0.91953125,1.62234375,8.76953125e-05,33.18359375,0.9660156249999999,1.410234375,0.9921875,0.8429687499999999,46.3671875,703281250.0,1.8492187500000001,3.93359375,1009.796875,0.045625,0.42656249999999996,0.81328125
306,5072.2,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
307,5070.8,1.01953125,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
308,5072.2,0.97109375,1.5223437499999999,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
309,5073.1,0.97109375,1.6051562499999998,4.26953125e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
310,5072.4,0.97109375,1.6051562499999998,7.29296875e-05,20.68359375,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
311,5072.2,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,1.116015625,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
312,5076.3,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.360234375,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
313,5070.1,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1921875,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
314,5072.2,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.9429687499999999,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
315,5056.9,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,51.3671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
316,5072.2,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,643281250.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
317,4709.5,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.94921875,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
318,5072.2,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,4.43359375,1084.796875,0.16562500000000002,0.5484374999999999,0.80859375
319,5175.5,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,859.796875,0.16562500000000002,0.5484374999999999,0.80859375
320,5203.6,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.12562500000000001,0.5484374999999999,0.80859375
321,5212.7,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.2265625,0.80859375
322,5071.9,0.97109375,1.6051562499999998,7.29296875e-05,22.44140625,0.905078125,1.4032031249999999,1.1328125,0.83046875,53.8671875,696718750.0,1.82890625,3.83203125,1084.796875,0.16562500000000002,0.5484374999999999,0.9132812499999999
323,5282.8,1.01953125,1.5223437499999999,4.26953125e-05,20.68359375,1.116015625,1.360234375,1.1921875,0.9429687499999999,51.3671875,643281250.0,1.94921875,4.43359375,859.796875,0.12562500000000001,0.2265625,0.9132812499999999
324,22454.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
325,23460.0,0.96953125,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
326,22454.0,1.02109375,1.57234375,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
327,22418.0,1.02109375,1.55515625,2.0195312500000004e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
328,22454.0,1.02109375,1.55515625,5.04296875e-05,39.43359375,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
329,22454.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.891015625,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
330,22730.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.335234375,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
331,22277.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8921875,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
332,22454.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.79296875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
333,22340.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,48.8671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
334,22454.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,673281250.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
335,23186.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.89921875,3.58203125,859.796875,0.045625,0.4484375,0.8585937499999999
336,12903.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,4.18359375,859.796875,0.045625,0.4484375,0.8585937499999999
337,17232.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,1084.796875,0.045625,0.4484375,0.8585937499999999
338,5022.8,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.16562500000000002,0.4484375,0.8585937499999999
339,21774.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.5265625,0.8585937499999999
340,22478.0,1.02109375,1.55515625,5.04296875e-05,41.19140625,0.9800781249999999,1.378203125,0.8328125000000001,0.78046875,51.3671875,666718750.0,1.87890625,3.58203125,859.796875,0.045625,0.4484375,0.76328125
341,4833.6,0.96953125,1.57234375,2.0195312500000004e-05,39.43359375,0.891015625,1.335234375,0.8921875,0.79296875,48.8671875,673281250.0,1.89921875,4.18359375,1084.796875,0.16562500000000002,0.5265625,0.76328125
342,4855.6,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
343,4863.3,0.86953125,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
345,4857.0,0.92109375,1.6551562499999999,6.51953125e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
346,4855.8,0.92109375,1.6551562499999999,9.54296875e-05,26.93359375,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
347,4855.6,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.041015625,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
348,4849.2,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.385234375,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
350,4855.5,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.89296875,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
351,4919.8,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,53.8671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
352,4855.6,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,733281250.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
353,4805.5,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.99921875,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.75859375
354,5343.9,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,3.68359375,1009.796875,0.12562500000000001,0.2484375,0.75859375
355,4895.1,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,934.796875,0.12562500000000001,0.2484375,0.75859375
357,4807.3,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.3265625,0.75859375
358,4855.0,0.92109375,1.6551562499999999,9.54296875e-05,28.69140625,1.1300781249999998,1.3282031250000002,1.0328125,0.8804687499999999,46.3671875,726718750.0,1.97890625,4.08203125,1009.796875,0.12562500000000001,0.2484375,0.86328125
359,8691.0,0.86953125,1.47234375,6.51953125e-05,26.93359375,1.041015625,1.385234375,1.0921875,0.89296875,53.8671875,733281250.0,1.99921875,3.68359375,934.796875,0.085625,0.3265625,0.86328125
360,5140.7,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
361,5148.7,0.89453125,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
362,5140.7,0.94609375,1.49734375,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
363,5142.2,0.94609375,1.5301562499999999,3.14453125e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
364,5140.0,0.94609375,1.5301562499999999,6.167968750000001e-05,36.30859375,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
365,5140.7,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,0.928515625,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
366,5136.8,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.397734375,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
367,5142.4,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8421875000000001,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
368,5140.6,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.86796875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
369,5161.1,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,52.6171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
370,5140.7,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,688281250.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.78359375
371,5074.2,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.87421875,4.20703125,822.296875,0.185625,0.2984375,0.78359375
372,5140.7,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.30859375,822.296875,0.185625,0.2984375,0.78359375
373,5052.1,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,972.296875,0.185625,0.2984375,0.78359375
375,5047.2,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.5765625,0.78359375
376,5140.3,0.94609375,1.5301562499999999,6.167968750000001e-05,31.81640625,1.092578125,1.365703125,0.8828125,0.75546875,50.1171875,681718750.0,1.85390625,4.20703125,822.296875,0.185625,0.2984375,0.83828125
377,6758.0,0.89453125,1.49734375,3.14453125e-05,36.30859375,0.928515625,1.397734375,0.8421875000000001,0.86796875,52.6171875,688281250.0,1.87421875,4.30859375,972.296875,0.065625,0.5765625,0.83828125
378,5508.4,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
379,5555.7,0.9945312500000001,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
380,5508.4,1.04609375,1.5973437499999998,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
381,5493.5,1.04609375,1.63015625,7.64453125e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
382,5533.7,1.04609375,1.63015625,1.66796875e-05,23.80859375,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
383,5508.4,1.04609375,1.63015625,1.66796875e-05,44.31640625,1.0785156249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
384,5545.2,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.347734375,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
385,5514.7,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0421875,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
386,5508.4,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.76796875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
387,5535.6,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,47.6171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
388,5508.4,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,748281250.0,1.95390625,3.70703125,972.296875,0.105625,0.4984375,0.88359375
389,5562.8,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.97421875,3.70703125,972.296875,0.105625,0.4984375,0.88359375
390,5277.2,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.80859375,972.296875,0.105625,0.4984375,0.88359375
391,6066.5,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,822.296875,0.105625,0.4984375,0.88359375
392,4741.4,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.145625,0.4984375,0.88359375
393,5652.4,1.04609375,1.63015625,1.66796875e-05,44.31640625,0.9425781249999999,1.4157031249999998,1.0828125,0.85546875,45.1171875,741718750.0,1.95390625,3.70703125,972.296875,0.105625,0.3765625,0.88359375
