run,capcost,fdene,fimp(14),pseprmax,feffcd,aspect,boundu(2),outlet_temp,beta,etanbi
7166,17647.0,0.9837890625000001,3.1708984375e-05,41.8505859375,0.919140625,1.9130859375,3.8271484375,950.91015625,0.04578125,0.317578125
7167,10030.0,0.9837890625000001,3.1708984375e-05,41.8505859375,0.919140625,1.9130859375,4.4580078125,1034.11328125,0.04578125,0.317578125
7168,5509.2,0.9837890625000001,3.1708984375e-05,41.8505859375,0.919140625,1.9130859375,4.4580078125,950.91015625,0.09578125000000001,0.317578125
7169,10407.0,0.9837890625000001,3.1708984375e-05,41.8505859375,0.919140625,1.9130859375,4.4580078125,950.91015625,0.04578125,0.380078125
7170,5803.6,0.9837890625000001,2.9951171875000003e-05,27.4462890625,0.862890625,1.9150390625,3.8271484375,1034.11328125,0.09578125000000001,0.380078125
7171,5730.8,1.0380859375,3.1708984375e-05,27.4462890625,0.862890625,1.9150390625,3.8271484375,1034.11328125,0.09578125000000001,0.380078125
7172,5709.7,1.0380859375,2.9951171875000003e-05,41.8505859375,0.862890625,1.9150390625,3.8271484375,1034.11328125,0.09578125000000001,0.380078125
7173,5719.6,1.0380859375,2.9951171875000003e-05,27.4462890625,0.919140625,1.9150390625,3.8271484375,1034.11328125,0.09578125000000001,0.380078125
7174,5726.1,1.0380859375,2.9951171875000003e-05,27.4462890625,0.862890625,1.9130859375,3.8271484375,1034.11328125,0.09578125000000001,0.380078125
7175,5327.7,1.0380859375,2.9951171875000003e-05,27.4462890625,0.862890625,1.9150390625,4.4580078125,1034.11328125,0.09578125000000001,0.380078125
7176,5988.3,1.0380859375,2.9951171875000003e-05,27.4462890625,0.862890625,1.9150390625,3.8271484375,950.91015625,0.09578125000000001,0.380078125
7177,15404.0,1.0380859375,2.9951171875000003e-05,27.4462890625,0.862890625,1.9150390625,3.8271484375,1034.11328125,0.04578125,0.380078125
7178,5860.9,1.0380859375,2.9951171875000003e-05,27.4462890625,0.862890625,1.9150390625,3.8271484375,1034.11328125,0.09578125000000001,0.317578125
7179,5731.7,1.0380859375,2.9951171875000003e-05,27.4462890625,0.862890625,1.9150390625,3.8271484375,1034.11328125,0.09578125000000001,0.380078125
7180,5500.8,0.8837890625,7.670898437500001e-05,29.3505859375,1.119140625,1.8130859375000001,3.9580078125,800.91015625,0.12578125,0.517578125
7181,5464.0,0.9380859375,7.670898437500001e-05,29.3505859375,1.119140625,1.8130859375000001,3.9580078125,800.91015625,0.12578125,0.517578125
7182,5501.2,0.8837890625,7.4951171875e-05,29.3505859375,1.119140625,1.8130859375000001,3.9580078125,800.91015625,0.12578125,0.517578125
