major_radius,aspect_ratio,effective_ion_charge,toroidal_field_on_plasma,CAPITAL_COST_2021_PRICES_million_USD
3.783482700586319,1.83410967776829,2.332831764175227,5.040631122887135,5408.47
3.783482700586319,1.83410967776829,1.2146050706037754,4.952537670158563,5268.88
3.937719873989408,1.83410967776829,1.2146050706037754,5.040631122887135,5553.98
3.783482700586319,1.917735348032376,1.2146050706037754,5.040631122887135,4767.8
3.783482700586319,1.83410967776829,1.2843308028783451,5.040631122887135,5505.68
3.783482700586319,1.8435978760581748,1.2146050706037754,5.040631122887135,5221.74
3.783482700586319,1.83410967776829,2.197792320223819,5.040631122887135,4786.78
3.783482700586319,1.83410967776829,1.2146050706037754,4.140656347172808,4940.36
3.783482700586319,1.83410967776829,1.7251929383941682,5.040631122887135,5125.97
3.783482700586319,1.83410967776829,1.52710253151732,5.040631122887135,5130.11
3.426620975087644,1.866449892855248,2.486026306402579,4.297422958887182,4465.37
3.8707442346958487,1.916614945962115,1.9639451607656504,5.021078624326265,4905.84
3.783482700586319,1.83410967776829,2.0788983097294924,5.040631122887135,4789.13
3.827957421541214,2.0475692914832884,1.5418586526163744,5.9218534380197525,5064.85
3.6136643923819065,1.833276261898292,1.3235994072432902,4.707560408860445,4679.54
3.938693225383759,1.833276261898292,1.3235994072432902,4.707560408860445,5248.86
3.938693225383759,1.9349848164794965,1.3235994072432902,4.707560408860445,5086.82
3.938693225383759,1.833276261898292,2.205874363052085,4.707560408860445,5200.47
3.806671246886253,2.001254286098117,2.1765197481353504,5.978205785155296,4803.76
3.693993676453829,1.8885767174751027,2.163842177040048,4.865528214722872,4495.01
3.693993676453829,1.8696998398657712,2.163842177040048,4.865528214722872,4534.18
3.693993676453829,1.8696998398657712,1.6083106046269495,4.865528214722872,4856.81
3.693993676453829,1.8696998398657712,1.6083106046269495,4.741721093654633,4644.28
3.64236106351018,2.218067224025772,1.9566779950948616,5.813741607707925,4336.48
3.794572053942829,2.218067224025772,1.9566779950948616,5.813741607707925,4480.72
3.9450607262551785,1.968555896448012,2.252298940452099,5.9266225174069405,4949.87
3.7844791347160935,1.968555896448012,2.252298940452099,5.9266225174069405,5039.23
3.7844791347160935,1.968555896448012,1.9932089127457329,5.9266225174069405,5062.11
3.7844791347160935,1.968555896448012,1.9932089127457329,5.756329745054245,5043.58
3.5668595395982265,1.862311030208156,1.5755893184313512,4.538710150867701,4328.96
3.6862093210220337,1.968555896448012,1.9932089127457329,5.756329745054245,4595.0
3.7844791347160935,1.968555896448012,1.4793578415185815,5.756329745054245,5374.9
3.7844791347160935,1.968555896448012,1.4793578415185815,5.386282458901405,4814.35
3.591448523104191,2.3755252926220223,1.4272960735310642,5.791762231616303,4116.19
3.7844791347160935,2.09090083212286,1.4793578415185815,5.756329745054245,4870.76
3.7844791347160935,1.968555896448012,2.000512493739921,5.756329745054245,5042.98
3.522143770940602,1.9874560327571773,2.4606180693692603,5.6915435887058266,4381.3
3.7844791347160935,2.0857837649785584,1.4793578415185815,5.756329745054245,4622.9
3.7844791347160935,1.968555896448012,1.2199187178192332,5.756329745054245,5154.83
3.093499466776848,2.181292528559465,1.243741228047648,5.675657883286476,3778.16
3.405390113592148,1.9888411455831725,1.5601186140597902,5.377240724861622,4589.14
3.7844791347160935,2.237523296573354,1.4793578415185815,5.756329745054245,4674.49
3.7844791347160935,1.968555896448012,2.057937648138159,5.756329745054245,5037.46
3.7844791347160935,1.968555896448012,1.4793578415185815,4.733660735189915,4651.73
3.741388974362053,1.8462011359290813,1.8786253240240425,5.111153729259968,4970.12
3.907697406597436,1.968555896448012,1.4793578415185815,5.756329745054245,5452.92
3.7844791347160935,2.331956296008724,1.4793578415185815,5.756329745054245,4435.65
3.7844791347160935,1.968555896448012,2.3663649528136554,5.756329745054245,5257.26
3.7844791347160935,1.968555896448012,1.4793578415185815,5.13650157302618,4895.37
3.7844791347160935,2.0381175862221115,1.4793578415185815,5.756329745054245,4570.33
3.7844791347160935,1.968555896448012,1.3212379406493089,5.756329745054245,5376.77
3.7844791347160935,1.968555896448012,1.4793578415185815,4.95087456703186,4673.13
3.624557867646217,1.968555896448012,1.4793578415185815,5.756329745054245,5068.35
3.7844791347160935,1.968555896448012,1.976486117789956,5.756329745054245,4919.61
3.7844791347160935,1.968555896448012,1.4793578415185815,5.688542368588969,5025.02
3.299305647611618,2.373364491457113,1.34738569604979,5.779375061392784,3825.68
3.7844791347160935,1.968555896448012,2.200153607217515,5.756329745054245,4646.1
3.6872796276584254,1.8934189273807007,1.3740811642745985,4.659130237996578,4670.96
3.781972518227121,2.01963051271822,1.368303272555891,5.989846100099385,4835.39
3.685902383062057,1.968555896448012,1.4793578415185815,5.756329745054245,4716.4
3.7844791347160935,2.0735152861228494,1.4793578415185815,5.756329745054245,4950.72
3.7844791347160935,1.968555896448012,1.6371346031349725,5.756329745054245,5224.95
3.7844791347160935,1.968555896448012,1.4793578415185815,5.8448503986001015,5163.28
3.7844791347160935,2.011499567436876,1.4793578415185815,5.756329745054245,4769.32
3.7844791347160935,1.968555896448012,1.7168965778372245,5.756329745054245,4981.39
3.7844791347160935,1.968555896448012,1.4793578415185815,5.510663365479559,5157.01
3.7844791347160935,1.968555896448012,1.6882514281434025,5.756329745054245,5317.92
3.69328548386693,1.968555896448012,1.4793578415185815,5.756329745054245,4942.73
3.7844791347160935,1.968555896448012,1.3164374395757434,5.756329745054245,5376.77
3.604373157024384,1.968555896448012,1.4793578415185815,5.756329745054245,5170.92
3.7844791347160935,2.278572845174428,1.4793578415185815,5.756329745054245,4601.46
3.7844791347160935,1.968555896448012,1.89853738025276,5.756329745054245,4607.91
3.7844791347160935,1.968555896448012,1.4793578415185815,5.744256094098091,5373.65
3.7844791347160935,1.968555896448012,1.870288006134324,5.744256094098091,4973.33
3.7844791347160935,1.968555896448012,1.4793578415185815,5.6592888459563255,5173.27
3.626596666872501,1.968555896448012,1.4793578415185815,5.744256094098091,5067.67
3.7844791347160935,1.968555896448012,1.7762920836005789,5.744256094098091,4977.79
3.7844791347160935,1.968555896448012,1.4793578415185815,5.325872000306845,4917.34
3.838602909294423,1.968555896448012,1.4793578415185815,5.744256094098091,5541.35
3.838602909294423,2.1324530545381943,1.4793578415185815,5.744256094098091,4785.65
3.838602909294423,1.968555896448012,1.9165854551558053,5.744256094098091,5036.81
3.500705283135176,2.033223103454872,1.7136578843318822,5.199901510466589,4336.48
3.9979513475918793,1.968555896448012,1.4793578415185815,5.744256094098091,5688.75
3.838602909294423,1.9915445642364789,1.4793578415185815,5.744256094098091,5115.38
3.838602909294423,1.968555896448012,2.4110041936703417,5.744256094098091,4950.08
3.838581672844157,1.8768150363920977,1.2548545409104874,4.286443330347538,4962.75
3.722490333685528,1.968555896448012,1.4793578415185815,5.744256094098091,5225.93
3.838602909294423,1.968555896448012,1.950416946604737,5.744256094098091,5034.39
3.838602909294423,1.968555896448012,1.4793578415185815,5.236890502856113,4781.0
3.501177806407213,1.9522769950580887,2.4224401163370435,4.470386540808249,4335.16
3.999145470370422,1.941204540634542,1.7312676638557167,5.115017384290695,5242.08
3.838602909294423,1.968555896448012,1.6371951392164874,5.744256094098091,5096.31
3.838602909294423,1.968555896448012,1.4793578415185815,5.167709529399872,4772.93
3.492976976558566,1.837073085409012,1.9923121088346285,4.59134999653179,4325.12
3.6861064581607934,1.968555896448012,1.4793578415185815,5.744256094098091,4715.14
3.838602909294423,2.100614126425353,1.4793578415185815,5.744256094098091,4789.85
3.838602909294423,1.968555896448012,2.2368767027296936,5.744256094098091,4754.1
3.616162806749344,1.829319189024908,2.345318863356772,4.371572757518152,4608.44
3.838602909294423,1.968555896448012,2.2269919057765537,5.744256094098091,4753.8
3.838602909294423,1.968555896448012,1.4793578415185815,5.327849270775914,4792.17
3.838602909294423,1.968555896448012,1.220728770710274,5.744256094098091,5543.66
3.7082662731409073,1.8405978188007783,1.732540634367698,5.059404724976048,5001.01
3.838602909294423,1.968555896448012,1.3762449395618075,5.744256094098091,5542.54
3.838602909294423,1.968555896448012,1.4793578415185815,5.228003241500119,4780.07
3.709414765238762,2.0643937367017715,1.4488711291580758,5.373858850682154,4597.61
3.769816387444735,1.968555896448012,1.4793578415185815,5.744256094098091,5318.96
3.769816387444735,2.1712012319401675,1.4793578415185815,5.744256094098091,4464.24
3.769816387444735,1.968555896448012,1.203833905425568,5.744256094098091,5224.91
3.933751673093866,1.9496847084730624,1.6289991346511683,5.100621701392811,5007.0
3.7603696832848073,1.968555896448012,1.4793578415185815,5.744256094098091,5316.92
3.769816387444735,2.0299425765978425,1.4793578415185815,5.744256094098091,4549.67
3.769816387444735,1.968555896448012,2.150996885106807,5.744256094098091,4966.53
3.769816387444735,1.968555896448012,1.4793578415185815,5.009975256223697,4632.9
3.3837006288813427,1.8460068839047408,1.4367984285406483,4.482251686276868,4322.28
3.769816387444735,1.968555896448012,1.6710169777383956,5.744256094098091,5315.03
3.769816387444735,1.968555896448012,1.4793578415185815,4.737498482689261,4634.11
3.633532298081264,1.968555896448012,1.4793578415185815,5.744256094098091,5225.5
3.769816387444735,2.017343899308731,1.4793578415185815,5.744256094098091,4572.37
3.769816387444735,1.968555896448012,2.4106060908654032,5.744256094098091,4779.85
3.769816387444735,1.968555896448012,1.4793578415185815,4.711118918727152,4630.54
3.520008713042557,2.3094102822891527,1.2787052830564425,5.562305115721529,4111.73
3.769816387444735,2.1012053292508908,1.4793578415185815,5.744256094098091,4871.78
3.769816387444735,1.968555896448012,1.941176469520919,5.744256094098091,4916.77
3.769816387444735,1.968555896448012,1.4793578415185815,5.840824514627457,5108.01
3.769816387444735,1.968555896448012,1.656069905898454,5.744256094098091,5315.41
3.536232392623788,2.0757763796198243,1.5386109350034225,5.948103148504742,4821.51
3.7763667285280462,1.968555896448012,1.4793578415185815,5.744256094098091,5098.74
3.769816387444735,1.968555896448012,1.445764518262979,5.744256094098091,5097.61
3.769816387444735,1.968555896448012,1.4793578415185815,5.802577620372176,5180.88
3.2206488849478774,1.9518482702073905,1.2030096381131548,4.857822269474127,4215.23
3.841035511577502,2.190135929102156,1.4743028553179358,5.881628974340856,4613.49
3.8081029765307903,1.968555896448012,1.4793578415185815,5.744256094098091,5430.59
3.769816387444735,2.210628080249164,1.4793578415185815,5.744256094098091,4668.33
3.769816387444735,1.968555896448012,1.9752938404420444,5.744256094098091,4914.16
3.769816387444735,1.968555896448012,1.4793578415185815,5.42722385658999,4769.62
3.6615193487359647,1.968555896448012,1.4793578415185815,5.744256094098091,5281.38
3.769816387444735,2.226367584982749,1.4793578415185815,5.744256094098091,4646.15
3.769816387444735,1.968555896448012,1.54585562995669,5.744256094098091,4979.14
3.769816387444735,1.968555896448012,1.4793578415185815,5.188691332936287,4847.52
3.562561872772676,1.9888188069956096,1.7144511324367075,4.885617929561249,4327.77
3.915947037028218,1.968555896448012,1.4793578415185815,5.744256094098091,5513.13
3.769816387444735,2.103911100517864,1.4793578415185815,5.744256094098091,4658.84
3.769816387444735,1.968555896448012,1.454306157829619,5.744256094098091,5097.59
3.679117885651067,1.968555896448012,1.4793578415185815,5.744256094098091,5178.5
3.769816387444735,2.142308715888178,1.4793578415185815,5.744256094098091,4598.06
3.769816387444735,1.968555896448012,1.4632403254935638,5.744256094098091,5319.23
3.769816387444735,1.968555896448012,1.4793578415185815,5.41140656935022,4767.58
3.8474826365709305,1.968555896448012,1.4793578415185815,5.744256094098091,5282.72
3.769816387444735,1.9474511611427263,1.4793578415185815,5.744256094098091,5128.86
3.769816387444735,1.968555896448012,2.1402357549700266,5.744256094098091,4968.4
3.769816387444735,1.968555896448012,1.4793578415185815,5.3551137262475095,4866.73
3.769816387444735,1.9359353657108445,1.4793578415185815,5.744256094098091,4910.12
3.769816387444735,1.968555896448012,1.2433684113958785,5.744256094098091,5224.63
3.801895884273108,2.146055252564869,2.406965978082828,5.707352684461512,4529.61
3.769816387444735,2.009752682978206,1.4793578415185815,5.744256094098091,4793.59
3.769816387444735,1.968555896448012,2.1481035137625195,5.744256094098091,4967.04
3.913909355243959,2.439877112115063,1.2122580259869622,5.967184662818909,4517.77
3.729085896164179,1.968555896448012,1.4793578415185815,5.744256094098091,5290.28
3.769816387444735,2.294501875658381,1.4793578415185815,5.744256094098091,4377.6
3.769816387444735,1.968555896448012,2.025147323313787,5.744256094098091,4763.08
3.769816387444735,1.968555896448012,1.4793578415185815,5.974422486237017,5122.92
3.984485312261313,2.013598920314671,1.320418950400707,4.995108276605606,5059.84
3.8844486108864658,1.928468088837136,1.3184663859947638,4.936453554262698,4984.94
3.953490987420082,1.968555896448012,1.4793578415185815,5.744256094098091,5071.48
3.769816387444735,1.968555896448012,2.098826874258088,5.744256094098091,4974.81
3.769816387444735,1.968555896448012,1.4793578415185815,5.409835213729821,4767.31
3.919760600585505,1.8530393006110708,1.28303627914931,5.400792870190344,5749.4
3.769816387444735,2.209503496236585,1.4793578415185815,5.744256094098091,4666.17
3.769816387444735,1.968555896448012,1.6163792342830203,5.744256094098091,5316.33
3.769816387444735,1.968555896448012,1.4793578415185815,5.610541788933915,5113.32
3.769816387444735,2.201050931475918,1.4793578415185815,5.744256094098091,4701.3
3.769816387444735,1.968555896448012,1.399095236036042,5.744256094098091,5098.12
3.769816387444735,1.968555896448012,1.4793578415185815,4.948963101953268,4625.04
3.2049382627010345,2.1367679347645323,2.0970227572370983,5.824307143688202,3879.28
3.4170455634593964,2.1367679347645323,2.0970227572370983,5.824307143688202,4253.91
3.4170455634593964,2.1367679347645323,1.8357444829206413,5.824307143688202,4344.02
3.9183754455298185,2.1367679347645323,1.8357444829206413,5.824307143688202,4877.85
3.9183754455298185,2.1367679347645323,1.9000107431474007,5.824307143688202,4873.31
3.919372295960784,2.1367679347645323,1.9000107431474007,5.824307143688202,4873.71
3.919372295960784,2.1367679347645323,2.420976438944081,5.824307143688202,4825.71
3.919372295960784,2.1367679347645323,2.420976438944081,5.982884950935841,4843.46
3.81704805791378,2.134443691993093,1.8902371772544544,5.969646148383617,4901.06
3.950155138969421,2.134443691993093,1.8902371772544544,5.969646148383617,4885.67
3.950155138969421,1.999021159949942,1.8902371772544544,5.969646148383617,5017.13
3.950155138969421,1.999021159949942,2.412138870674857,5.969646148383617,4933.97
3.950155138969421,1.999021159949942,1.6714122016877468,5.969646148383617,5175.5
3.950155138969421,1.999021159949942,1.6714122016877468,5.858975403709337,5223.61
3.9972700476646414,1.919550307285284,1.9095689968827017,4.92738130223006,5241.21
3.950155138969421,2.2060972797117007,1.6714122016877468,5.858975403709337,4898.79
3.950155138969421,1.999021159949942,1.5467575967374594,5.858975403709337,5018.99
3.950155138969421,1.999021159949942,1.6714122016877468,5.086687266593799,5009.46
3.3661876767873764,2.2167422138867057,1.5891332441987065,5.990919310192112,4285.8
3.950155138969421,1.999021159949942,1.6887784175835328,5.858975403709337,5223.08
3.464775249856757,1.8723061046143123,2.119687447734605,4.811404392123222,4332.17
3.902373060584068,1.999021159949942,1.6887784175835328,5.858975403709337,5356.77
3.902373060584068,2.241772550523105,1.6887784175835328,5.858975403709337,4733.78
3.902373060584068,1.999021159949942,2.0872969743026903,5.858975403709337,4849.58
3.902373060584068,1.999021159949942,1.6887784175835328,5.922505767084658,5376.03
3.695751868886873,1.9535501779629576,1.669406054061661,5.277034781873226,4756.99
3.902373060584068,1.999021159949942,1.4786067754230623,5.922505767084658,5062.6
3.820504032075405,1.9972644698012367,1.406909385422429,4.98031860566698,4712.28
3.902373060584068,1.999021159949942,2.0947802714037183,5.922505767084658,5049.8
3.8977921940386295,1.8106360281229843,1.6003932892661383,4.717844977974892,5199.18
3.656503677368164,1.999021159949942,1.6887784175835328,5.922505767084658,5160.41
3.656503677368164,1.999021159949942,1.6887784175835328,5.605192381888628,4564.37
3.950203060172498,1.829263684803064,1.3089283670361136,4.36462870327523,5399.99
3.8991231322288513,1.9416406214390425,1.731397863985028,5.988350987434387,5154.78
3.656503677368164,1.999021159949942,2.306381419219228,5.922505767084658,4611.77
3.656503677368164,2.0831048499117326,1.6887784175835328,5.922505767084658,4555.81
3.656503677368164,1.999021159949942,1.3584948194503714,5.922505767084658,4563.75
3.656503677368164,1.999021159949942,1.6887784175835328,5.10258337110281,4508.25
3.644409105181694,2.253720357502636,1.7411474634065782,5.853849106482812,4379.81
3.622374013066292,1.999021159949942,1.6887784175835328,5.922505767084658,4815.48
3.656503677368164,1.999021159949942,1.769907839595728,5.922505767084658,4748.71
3.656503677368164,1.999021159949942,1.6887784175835328,5.840731803677045,5183.74
3.545654572546482,2.056090618542534,1.666656879064716,5.410179233760573,4315.38
3.856852281693136,1.999021159949942,1.6887784175835328,5.840731803677045,5020.88
3.656503677368164,2.0481327085633194,1.6887784175835328,5.840731803677045,4882.42
3.656503677368164,1.999021159949942,2.102956952897989,5.840731803677045,4873.12
3.656503677368164,1.999021159949942,1.6887784175835328,5.258741036057472,4525.81
3.656503677368164,1.999021159949942,1.362703916546564,5.840731803677045,4783.02
3.656503677368164,1.999021159949942,1.6887784175835328,5.204743696593141,4519.7
3.656503677368164,2.090130398440992,1.6887784175835328,5.840731803677045,4631.71
3.656503677368164,1.999021159949942,1.5546537386246064,5.840731803677045,5080.71
3.656503677368164,1.999021159949942,1.6887784175835328,5.070309735834599,4504.45
3.610430210828781,1.999021159949942,1.6887784175835328,5.840731803677045,4668.44
3.656503677368164,1.999021159949942,2.106828867638685,5.840731803677045,4641.22
3.656503677368164,1.999021159949942,1.6887784175835328,5.880655175052198,5187.73
3.656503677368164,1.999021159949942,1.217699565542667,5.880655175052198,4604.47
3.656503677368164,1.999021159949942,1.6887784175835328,5.212750241869799,4520.76
3.656503677368164,1.999021159949942,2.322242372388604,5.880655175052198,4696.25
3.656503677368164,1.999021159949942,1.6887784175835328,5.14630399181442,4513.09
3.3996846775407903,2.198367596252277,1.721052793045027,5.891414897385403,3995.16
3.8999921269714832,1.999021159949942,1.6887784175835328,5.880655175052198,5371.1
3.656503677368164,1.999021159949942,2.3307610899626874,5.880655175052198,4703.49
3.9078722233170993,1.999021159949942,1.6887784175835328,5.880655175052198,5423.48
3.656503677368164,1.999021159949942,1.868596368032021,5.880655175052198,5023.73
3.656503677368164,1.999021159949942,1.6887784175835328,5.880061588369927,5121.3
3.656503677368164,1.9873416408481808,1.6887784175835328,5.880061588369927,4883.44
3.656503677368164,1.999021159949942,1.8609739244718464,5.880061588369927,4957.66
3.656503677368164,1.999021159949942,1.4175801948191828,5.880061588369927,5020.67
