Outputs,3,4,5,6,7,8,9,10
3,91.86,92.08,91.94,92.21,92.23,92.3,91.64,92.22
4,92.19,93.27,92.49,91.04,92.41,92.22,91.27,91.6
5,91.9,92.45,92.05,91.83,92.04,91.83,92.77,91.97
6,91.97,91.99,91.55,92.28,91.87,91.67,92.18,91.19
7,92.03,92.38,92.38,92.17,92.32,91.4,92.2,92.07
8,91.48,91.45,92.13,92.06,91.36,91.38,91.86,91.31
9,91.39,91.54,92.0,91.56,92.61,92.17,92.18,91.35
10,92.12,92.08,92.1,92.52,92.07,91.82,91.86,91.64
